Id;Objeto;Fecha;Lugar emisión;Lugar recepción;Escribe a;Recibe de;año;Texto de la carta
1552;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2764#;9/5/1806 0:00:00;Reinosa;Bellver;Pedro Martínez Marina;;1806;Perdida. Estaba en el archivo de Fuertes Acevedo, leg. D.d.3. Somoza (Inventario, pág. 111) extracta: «Sobre su nuevo empleo, etc.». La carta iba dirigida a su hermano Manuel, secretario de Jovellanos.
1553;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2765#;18/5/1806 0:00:00;Bellver;;Marqué de Monte Agudo;;1806;Perdida. La extracta en el Diario, Cuaderno XII: «Carta a Monte Agudo para que entregue sesenta duros mensuales (?) a la señora gobernadora de aquí, donde se recibirán».
1554;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2767#;18/5/1806 0:00:00;Bellver;Gijón;Josefa Jovellanos;;1806;"Mi muy querida hermana: Gracias sean dadas a Dios porque me concede el consuelo de ver letra tuya, porque se ha dignado sacar tu vida de tan inminente peligro y porque en medio del que siempre amenaza a tu débil constitución y de los graves achaques que no puede sacudir, te da una humilde resignación en su santa voluntad. Yo, admitiendo el consuelo que en esta tregua de tus graves males me dispensa, procuro también preparar mi espíritu, para que reciba resignado todas las disposiciones de su alta providencia, así en cuanto a tu situación, como en cuanto a la mía, bien penetrado de que no hay alguna que no sea dirigida a nuestro bien y de que no podamos sacar mucho fruto, si las\\\"" sabemos aprovechar. Mi salud, sobre sus achaques ordinarios, ha padecido mucho este invierno por las obstrucciones, que el tiempo hace más rebeldes y durables. Parecería increíble, a no experimentarse, que hasta ahora, en clima tan benigno, no hubiese rayado un solo día que merezca llamarse de primavera. Sin duda que los que han corrido aquí no serían tan rigurosos como los de Castilla, pero han sido tales, cuales, según oigo, no se han conocido iguales antes de ahora. Pero al fin el mayo adelanta y ya contamos con que el calor se nos vendrá encima de repente. A lo menos se podrá hacer ejercicio y transpirar y tomar los baños, y esperar de todo algún alivio. Así que no te aflijas por mi situación, ni por tu inutilidad respecto de ella. Está en las manos de Dios, y sea cual fuere, debemos resignarnos en ella. Tus males, mi edad, el desamparo de nuestra familia y el trastorno de nuestros intereses merecían, sin duda, alguna compasión; pero Dios sólo la puede inspirar, y a nosotros nos toca esperar resignados el tiempo que para ella tenga decretado. Mucho celebro que nuestra hermana siga robusta; ella no escribe y el sobrino escribe poco. Pero me contento con saber de ellos por Domingo, a quien suelen hablar de uno y otro sus amigos. Tú cuida sólo del reparo de tu salud. Por lo mismo que está tan quebrantada, este cuidado debe ser mayor y más continuo. Un afecto al pecho tan arraigado y incurable, como me dices, te debe hacer conocer tu inhabilidad para seguir las distribuciones religiosas; y en tal estado Dios no las exigirá de ti, sino una completa resignación en tus males y en la privación de aquel consuelo. Yo te la deseo y se la pido para ti. Y con esto, saludando a Catalina y Baltasar, mira en qué puede complacerte este tu afectísimo hermano Gaspar Melchor"
1555;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2879#;19/5/1806 0:00:00;Valdediós;Bellver;;Fray Matías Mariño;1806;Señor de toda mi veneración: Recibí la apreciable carta de V.E. de 12 de enero próximo pasado sobre el embargo que ha puesto el P. prior de Peón al cerramiento del monte del Parrado en aquel valle, la que manifesté a esta su comunidad, y enterada muy por menor de todo su contenido acompaña a V.E. en iguales sentimientos de que se zanje amigablemente el asunto, comprometiéndose ambas partes en personas doctas y timoratas, que, con vista de los derechos de cada una, le decidan y arreglen. Todos los individuos de este monasterio quedan muy reconocidos a las atenciones de V.E. y se renuevan a su obediencia, en que les acompaño con el mayor rendimiento, rogando a Dios guarde la apreciable vida y salud de V.E. muchos años. B. l. m. de V.E. su más humilde servidor y capellán Fr. Matías Mariño.
1556;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2880#;22/5/1806 0:00:00;Gijón;Bellver;;Baltasar González de Cienfuegos;1806;"Mi venerado y querido tío: A ésta acompaña la contestación del P. abad del convento de Valdediós, que, según me dice en carta particular, es como me prometí de las conferencias que hemos tenido acerca del asunto del monte del Parrado y, en consecuencia, espero llegaremos a transigirle de un modo análogo a las ideas que usted se ha servido indicarme. Algo más enredados nos tiene la percepción de alimentos correspondientes a mi señora tía doña Catalina, pues son tales los recursos que hay pendientes entre el cabildo y el actual poseedor de la casa de Villabona, que, de resultas, estamos sin cobrar todo lo perteneciente a 805. Habrá, sin duda, contribuido algún tanto la ignorancia del apoderado que tuvo allí esta señora; mas lo peor es habérsenos cerrado el camino del atajo, que era la composición total con el cabildo, según estaba proyectada, a la que no puedo resolverme en la actualidad, por ser las haciendas pertenecientes al hospital y sujetas a enajenación por esta causa. En medio de todo esto, y confiado en la cláusula testamentaria de don Fernando Alonso, que previene todo accidente y obliga con la mayor fuerza a aquel Cuerpo en todo caso. No sé cómo he de hablar de la tía recoleta, cuya situación varía en todos los instantes del día, sin que su indisposición actual tenga gravedad, en sentir de los facultativos, ni aun en el de las compañeras, que, por otra parte, nos asustan con bastante frecuencia. Yo creo será mejor el juicio que usted haga de esta relación que cuanto yo pudiera añadir, y lo que digo, sí, con toda verdad, que en cualesquiera otras circunstancias que se hallase aquella señora estaría restablecida a estas horas, especialmente entregándose a la dirección de un solo facultativo. También es cierto que parece se ha conjurado el tiempo contra nosotros en esta parte, pues las repetidas aguas y fríos de toda esta primavera no permitieron convalecer, y antes por el contrario hicieron padecer a los sanos. El buen tiempo, que no puede tardar, espero en Dios que ha de darnos una alegría. Quise se dirigiese a usted el recurso intentado por don Ramón Jove, pues creía que de su naturaleza lo exigía, pero este tribunal no lo estimó. He suplicado de la providencia, y éste es el estado que tiene. Si adoptase esta pretensión, en este caso remitiré los papeles precisos. Mucho celebraré que a beneficio de la estación templada se corrijan las molestias del invierno. Si logra usted poder respirar el aire de la marina, tendré mucha esperanza, aunque no sea tan puro como el de aquésta. De todos modos, quiera Dios conservar a usted la tranquilidad de espíritu en aquel grado que pide a S.M. [Dios] el más favorecido y amante sobrino y servidor q. b. s. m. Baltasar de Cienfuegos Jovellanos."
1557;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2881#;7/6/1806 0:00:00;Bellver;Palma de Mallorca;Juan Bautista Capó;;1806;"Mi estimado P. don Juan Bautista: Aunque supongo a V.R. muy ocupado con motivo de la mudanza de gobierno, en el cual bien quisiera yo que le tocase, sino todo, alguna parte de lo que creo debido a su mérito, contesto a su favorecida de 30 del pasado diciéndole que he visto las dos inclusas del Sr. Planes, fechas en 15 y 24 de abril, y juntamente los apuntamientos que sacó de los del difunto Terrasa; y como este amigo diga en la última que no quiere proceder sin que V.R. lo apruebe en este trabajo, diré yo ante todas cosas que, pues mi ánimo no es otro por ahora que el de averiguar cuándo y por qué artistas fueron construidos los grandes edificios de catedral, lonja y Bellver, puede V.R. decirle que no se canse en cosas que no sean relativas a este objeto, tanto más cuanto teniendo, y a la mano, no pocos manuscritos de cosas de Mallorca, pudiera suceder que nos encartásemos, como sucedió en lo de la escritura de la lonja, y también en las noticias que ahora da del señor obispo Cima, de quien tengo, en un Episcopologio de Mallorca, cuantas se han podido adquirir. Y ya que se hace mención de esto añadiré que la vacante que precedió a la elección de este prelado, no fue tan larga que se pueda extrañar mucho, pues su antecesor el Sr. Galiana falleció en abril de 1375, y el Sr. Cima fue confirmado en agosto de 77, y como antes se hallaba obispo de Elna, acaso la postulación que precedió para esta traslación, y que probablemente fue hecha a ruego del rey don Pedro, de quien fuera confesor, pudo ofrecer algún embarazo, ya sea en este cabildo o ya en la curia romana. Diré también que, aunque en el citado Episcopologio hay algunos epitafios de señores obispos enterrados en la catedral, no me pesaría que el [Sr.] Planes copiase con exactitud todos los que se hallaren, dando razón del lugar, de la forma y materia en que están escritos, y con expresión de si son modernos o coetáneos al tiempo de cada enterramiento. Aunque en las cartas que V.R. me envía nada dice Planes de la onza de oro que le remití, y se le había entregado ya cuando escribió la última, supongo que le habrá enterado de este socorro, y por lo mismo excuso de repetir a V.R. que siempre se tendrá consideración al fin de su trabajo para recompensarle todo el que hubiere hecho, a juicio de V.R., así como para gratificar a cualquiera otro que le hubiere ayudado. Por lo que toca al pleito de la lonja, yo no creo que se pueda hallar sino en su archivo, ni tampoco que el juzgado de la lonja fuese incompetente para conocer de él, puesto que la causa de sus fabriqueros no se puede decir propia del tribunal, sino del cuerpo de mercaderes sujeto a su jurisdicción. Pero, sea como fuere, siempre resultará de él la verdadera fecha del principio de la obra, y su primer autor, y yo no puedo dejar de creer que los autos existan en Palma, ni desear su hallazgo. Por lo que toca a la obra del palacio, fuese o no el de los jeques, creo que no se trató sino de composición del castillo de Palma, cuyas torres y cortinas existen y acreditan que no fue obra de pocos meses, sino de muchos, y aun es de sospechar que sea anterior a los árabes por ciertas enunciativas que he hallado, y que fácilmente aclararía si pudiese ver la obra más cerca. El nombre de imaginador dado a Campredoni me hace dudar de que fuese escultor. Por imaginería se entendía en lo antiguo bordado de figuras hecho con sedas de colores, y tengo no sé qué especie de que se aplicaba también a la pintura, y acaso saldré de mis dudas por alguno de los libros que hay en casa. V.R. disimule tanta molestia y seguro de mi gratitud y buen afecto mande cuanto quiera a su más afecto servidor q. b. s. m. M. Marina."
1558;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2882#;14/6/1806 0:00:00;Bellver;Tarragona;Carlos González de Posada;;1806;"Mi estimado amigo y señor: Las noticias de este correo pusieron mi alma en un hilo. Según ellas, nuestro amigo, atacado de un accidente que embargó todos sus sentidos, quedaba al salir el correo, y pasados algunos días, sin señal alguna de volver en sí, y por consiguiente en el más inminente peligro de perder la vida. Es cosa muy dolorosa la desaparición de los amigos; pero perderlos así, funesta y en extremo lamentable. ¿Quién será el que no tenga que hacer alguna preparación para el gran viaje? Cuando al partir el hombre, ayudado de su reflexión, de las exhortaciones de un varón docto y piadoso, y sobre todo de las gracias que la misericordia de Dios depositó en los últimos sacramentos y reservó para los últimos instantes, la esperanza de su eterna dicha consuela a la amistad desolada y mezcla a su dolor y sus lágrimas algunas gotas de sublime dulzura. Pero cuando faltan estos auxilios, ¿qué le quedaría más que temor y desconfianza de la flaqueza humana, si en el tesoro inagotable de la misericordia divina no hubiese también gracias reservadas para estos casos súbitos, en que su Providencia los aleja? He aquí nuestro recurso, amigo mío, y recurso de gran consuelo, si basta a nuestra imperfección. Hace muchos meses que temo la muerte próxima de una hermana, tan querida como digna de serlo; pero tan preparada me la pintan para su tránsito, y tan resignada, y casi tan ansiosa de él, que aunque mi corazón se azozobra, mi espíritu espera tranquilo una noticia, que, según los anuncios, no puede estar distante. Pero la de nuestro amigo, que acaso está más cercana, me tiene en gran sobresalto, sobre muy gran dolor. La pérdida de tan buen amigo, y con él de tantos consejos y consuelos y oficios de compasión y amor como yo le debí, es para mí tanto mayor, cuanto más menesteroso estoy de tales temperamentos, y cuanto también más reducido es el número de los que pueden aplicarlos para endulzar mi suerte. Acudo, pues, a consolarme con usted y en usted, que entre los pocos que me han quedado, tiene tan señalado lugar; en usted, que participante del mismo dolor, tendrá también algún consuelo en condolerse conmigo. Si perdemos de vista a nuestro amigo, no perdamos la reflexión, que nos acuerda su riesgo, de que nuestra vida es frágil, y de que habiéndola ya gozado por un plazo igual de la suya, no puede estar muy distante el término de la nuestra; que éste puede venirnos de sorpresa y tan súbitamente como a él, que le sobrecogió cenando. ¡Ah! ¿Quién me lo diría a mí, que con tanta complacencia leía la descripción que usted me hizo en su penúltima carta del vigor de aquel espíritu, la firmeza de aquella cabeza, su fresca memoria, su facilidad de discurrir y hablar? Pero usted alababa al mismo tiempo su caridad, y esta virtud, la primera de todas, y la más digna del ministerio episcopal, así como fue para mí de grande edificación y consuelo, será la mejor fiadora para su alma; pues que ninguna, a lo que yo creo, es más acepta a los ojos de Dios, ninguna atraerá más sobre él sus misericordias. Perdone usted que no le hable de otras cosas. Esta noticia, si no interrumpido, ha retardado y trastornado mis ocupaciones. Acaso dentro de poco irá a manos de usted por las de Oscos, y para el del Betis, una que anda hacia el cabo, y que quiero que usted vea al paso. Entretanto consérvese usted bueno, y cuídese, y querámonos mucho, y consolémonos en el Señor, a quien pido que consuele y conserve a usted para consuelo de un paisano afectísimo q. s. m. b. M. Marina. P.D. Dígame usted en respuesta cuál es el escudo de armas de la casa de Cienfuegos, con sus metales y colores, si acaso puede, como creo, pues andará entre los blasones de Oscos, o en algún libro dedicado al Cardenal, o otro de los que aquí no se hallarán por un ojo de la cara."
1559;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2883#;15/6/1806 0:00:00;Barcelona;Bellver;;Carlos González de Posada;1806;Perdida. Creo que alude a ella en el Diario, Cuaderno XII, 19 de junio: «Por la noche se recibió el correo con mejores noticias del señor obispo de Barcelona, que gracias a Dios está mejor».
1560;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2884#;19/6/1806 0:00:00;Gijón;Bellver;;Josefa Jovellanos;1806;Perdida. Alude a ella en el Diario, Cuaderno XII: «Nuestra pobre monja sigue bastante delicada y con poca esperanza de mejoría. ¡Sea Dios servido en cuanto hace y resignémonos en su santa voluntad!»
1561;http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2885;21/6/1806 0:00:00;Palma de Mallorca;Bellver;;José Le Roy;1806;Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.f. 10. Somoza (Inventario, pág. 104) la resume: «Carta de Josef Le Roy (capitán del Regimiento de Suizos), muy salada, regalando a don Gaspar peces de color, para el debido acompañamiento».
1562;http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2886;22/6/1806 0:00:00;Bellver;Palma de Mallorca;José Le Roy;;1806;Perdida. Se alude a ella en el Diario, Cuaderno XII: «Carta de gracias a M. Le Roy por los peces».
1563;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2887#;23/6/1806 0:00:00;Bellver;Tarragona;Carlos González de Posada;;1806;"Mi estimado paisano y dueño: No hablemos todavía de San Miguel de Alfait, ni de rebuscas de Barcelona, sino de las dos últimas escritas por usted de allí, que me han vuelto, como decirse suele, el alma al cuerpo. Por mi mal la primera se quedó en la valija que partió el 30, y yo recibí la triste noticia del accidente de nuestro amigo con todos los caracteres de amargura que podían hacerla más penetrante y sensible. Decían a uno de mis compañeros que le sorprendiera un ataque tal y tan fuerte, que sin que bastasen remedios ni rogativas, lejos de volver en sí, se esperaba cercano su último instante. Esto debe saber usted para exposición de la carta lastimera que le habrá buscado en su casa, porque allí le suponía. En verdad que la de usted no hubiera disminuido mi cuidado, por lo mismo que su relación era exacta y sincera; pero ¡cuánto me hubiera consolado la noticia de que en tan triste conflicto estaba al lado del enfermo la amistad con todos sus desvelos y todos sus tiernos oficios! Nada, créalo usted, nada me afligía tanto como la falta de noticia individual, que me dejaba a oscuras, porque usted sabe que las tinieblas engendran monstruos. Por desgracia faltó también otra carta de Valentín, y por desgracia tardó un siglo en venir otro correo. Vino al fin; pero ¿qué diré yo de la segunda carta de usted, escrita el 15 del corriente, llena de amor trinitario y de consuelo, para mí único? En vano me dicen aquí que el amigo vive, pero sin mejoría ni esperanza: yo no quiero creer sino a usted, que con tanta sinceridad y precisión, como calor de frase y sentimiento, pinta el bien y el mal, y templa el agudo dolor del peligro con el suave bálsamo de la esperanza. Por muchas cosas debo a usted amistad y gratitud; ésta le añade gracia y ternura. Y ¡qué solicitud la de la carta al hermano! ¡Ah!, el buen viejo tuvo también calzadas las espuelas para el último y largo viaje. Sabemos que escapó, y si cobra fuerzas, no dude usted que las calce otra vez para otro más breve. ¿Y la carta al ingeniero? Si hay alguna que clame por la prensa, eslo ésta, no porque entre las de usted no haya muchas buenas, o mejores, sino porque tiene una cierta gracia, una ternura, una precisión, una fluidez y un desorden de aquella especie que pinta tan bien la confusión de un corazón agitado por el sentimiento... Amigo mío, no adulo; pero quiero añadir al consuelo que me dieron las cartas de usted la expresión del gusto con que esta carta le realzó. Dije lo que aquí dicen, pero repito lo que dije a usted, y lo que parece confirmado con la de Valentín del 19. Bien sé que males de raíz tan añeja y descuidada son muy traidores; pero su remisión suele ser engañosa, y... Pero ¿por qué después de preparar nuestro corazón para que reciba resignado las disposiciones del Altísimo, no le abriremos a la esperanza y los consuelos, que sólo pueden venir de su mano? Así que el mío está conforme y tranquilo, y lo debe, después de Dios, a usted. No hay que hacerme apologías sobre su partida: sé que no la haría, a poder estar, y sé que la menor de tantas razones bastaba para que usted no pudiese. Es ciertamente una pérdida para nuestro amigo, y tanto más, cuanto debe emplear los primeros rayos de completa libertad de espíritu en objetos más grandes. Pero en esto ayuda la mano de Dios, y es preciso esperar lo que nos envíe. Él premie a usted, amigo mío, su tierna solicitud, él le consuele y le guarde para consuelo de otros, y sobre todo, de quien ama a usted de todo corazón M. Marina."
1564;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2888#;24/6/1806 0:00:00;Bellver;Gijón;Baltasar González de Cienfuegos;;1806;"Mi querido sobrino: Con tu carta de 22 de mayo he recibido la contestación del R.P. abad de Valdediós, de 19 del mismo, a la mía de 12 de enero anterior, y viendo por ella la favorable disposición en que aquel prelado y su comunidad quedaban para arreglar en una amigable composición las diferencias ocurridas sobre el derecho de cerrar nuestros montes, cuento por fenecido este asunto, debiendo suponer en ti la misma disposición, porque ya sabes que tal es mi deseo, y por lo mismo te encargo que no te pares en hacer cualquiera sacrificio que sea necesario para evitar un impertinente litigio y conservar la buena armonía que nuestra casa guardó siempre con aquel monasterio. No concibo cómo pueda haber tanta dificultad en el percibo de alimentos de nuestra Catalina, pues sean los que fueren los puntos disputados entre el cabildo y el sucesor de la casa de su marido, siendo constante el gravamen de los bienes, nunca deberán retardar el cumplimiento de una obligación independiente de ellos, y que por su naturaleza es ejecutiva. Tampoco concibo cómo esa Real Audiencia quiere proceder en la demanda de don Ramón de Jove sin que se me dé noticia de ella, ni se espere de mi parte el poder especial que es necesario para su contestación; pero si en tal empeño insistiere, me parece que deberás ocurrir a S.M. por la vía reservada, pues que bien claro está que no es conforme a sus reales intenciones el que se me prive de mis derechos civiles, y menos el que sus tribunales se abroguen el derecho de interpretarlas. Tú tratas de complacerme con respecto a mi pobre monja; mas para que yo cuente de seguro con su pérdida, sobraba la duración de su mal, sin la añadidura de tantas recaídas. Aun es una especie de milagro el sobrevivir a ellas. Por tanto, dando muchas gracias a Dios porque me ha conservado en su vida el principal de mis consuelos, procuro preparar mi ánimo para cuando sea servido privarme de él. Entretanto te doy muchas gracias por el esmero con que le procuras cuantos alivios están en tu mano, y encargándote que los continúes con el mismo celo, quedo como siempre tu más afecto y tierno tío Gaspar Melchor."
1565;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2890#;4/7/1806 0:00:00;Bellver;Tarragona;Carlos González de Posada;;1806;"Mi estimado paisano y señor: Las cartas de usted son para nosotros un bálsamo que va cerrando la llaga abierta en el corazón por la noticia del accidente que atacó a nuestro común amigo. Por dicha de él y nuestra, usted prolongó su residencia en Barcelona, y pudo continuar a él los oficios y a nosotros los consuelos de amistad y ternura, tales cuales nadie pudiera prestar, ni tan oportunos, ni tan conformes a su estado y al nuestro. Mas veo que es preciso renunciar a ellos y reconocer que usted ha extendido el sacrificio más allá de donde llegaría una amistad menos fina. Gracias a Dios que la salud de nuestro amigo llegó a un punto que hará menos sensible la separación de usted. Aunque ¡cuán útil no le fuera todavía su presencia, ya para templar el ansia que tendrá de volver a los negocios, ya para darle mascados y como digeridos los de mayor premura, y ya para meterse en su espíritu, adivinar sus ideas y deseos, y aliviar su memoria presentando los signos de ellos a su oído! Otro asunto quisiera yo que usted dejase arreglado antes de partir, y es el nombramiento de un auxiliar. Pudo antes su robustez no pensar en él; ahora, aun recobrada, debe creerle necesario. No diré más en esto por no meterme en lo que no me toca, ni explicaré lo que juzgo, porque escribo a usted; pero no quiero callarle este deseo, que nace, Dios lo sabe, del interés que tomo por la salud, el reposo y buen nombre de nuestro amigo. Usted atribuye su curación a milagro; pero basta que pueda no serlo para que no lo sea ni se crea tal. Tal es la regla que dicta una crítica religiosa. Si alguna vez en este punto he sido menos crédulo que usted, no es porque piense que Dios no hace milagros, y menos (quod absit) que no los puede hacer, sino que, cuando los hace, los hace de manera que nadie, sino un protervo, los pueda poner en duda. Que en nuestro caso interviniese alguna providencia particular, lo creo y me complazco en creerlo. A este fin Dios dispondría las causas segundas en favor de nuestro amigo; mas para hacer un milagro debió alterarlas, suspendiendo el curso de las leyes dictadas por él mismo. Crea, pues, usted, amigo mío, que hay un medio entre el incrédulo y el milagrero, y que vale más ver la santa mano de Dios que abarca las suertes de los hombres dirigiéndolas que forzándolas. Si usted llegó a su casa a los diez días de la fecha, como dice a Marina, ésta saldrá de aquí cuando usted esté allá, y con esto recibirá usted al mismo tiempo un gran papel (a lo menos por el bulto) que le va por el de Oscos. Lleva este rumbo por si le añade alguna seguridad en la estafeta, y lleva el rodeo de usted para que satisfaga su curiosidad con uno de aquellos monstruos de literatura que produce el ingenio. Cuando no merezca este nombre el sistema que explica, merecerále la elevación y profundidad de doctrina que descubre en él un hombre, que, sabiendo tanto de arquitectura, supo acaso más de geometría y metafísica. No digo más aquí, porque me remito a la advertencia que Marina añadió al fin. Yo no aconsejo a usted que lea el discurso, cosa que pide una tensión de espíritu que debe fatigarle, a mi ver, sin provecho, así por su tenebrosa materia, como por su malísima ortografía, que Marina quiso conservar en la copia, y de que luego se arrepintió. Pero si usted quiere, puede leer la advertencia, que por lo menos no adolece de estas tachas, y aunque diga poco de nuevo sobre la historia del lulismo, acaso lo parecerá por el orden que se da a las noticias y el cuidado con que se conducen hasta introducirle en Castilla y meterle en la cabeza del autor. Como quiera que sea, hemos hecho un buen hallazgo para la literatura, y sobre todo, muy precioso para la historia de las artes, y para su coronista, que dado ahora a la de la arquitectura, en la cual tan distinguido papel debe hacer Juan de Herrera, podrá sacar gran partido de este papel, que le pertenece. Cuando usted le haya disfrutado a su sabor, le dará la dirección que va indicada, y satisfará el ansia con que se espera en su último término, que contado desde el primero, hará el número de seis asturianos, empleados en este servicio hecho a la historia literaria de España. Otros dos trabajos están para salir del telar con el mismo destino yirán por el mismo rumbo, porque cuento que en ello complaceré a usted. Cuándo irán no lo sé, porque el maestro que urde la tela tiene la manía de hacer y deshacer a cada paso, y la lanzadera de Marina va y viene muy poco a poco. Gracias por el nuevo, o más bien remachado informe que vino para el director del llar y obró bueno, aunque amargo efecto. La escena de rompimiento fue lastimera; sucedióla alguna serenidad, aunque con muchos retientos. Esperamos que el tiempo, que tantos males cura, traiga cumplida salud a nuestro enfermo. Quiéralo Dios, y él me conserve a usted como desea su más afecto paisano q.b.s.m. Domingo García de la Fuente. P.D. Marina está tan ocupado, que se contenta con saludar a usted, y yo con pedirle perdón de la mudanza de mano."
1566;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2891#;4/7/1806 0:00:00;Bellver;Tarragona;Romualdo Mon y Velarde;;1806;Se suplica a su señoría ilustrísima tenga la bondad de entregar al señor canónigo Posada este manuscrito, y de disimular a un amigo de entrambos la confianza de dirigírsele para evitar su extravío en caso de estar ausente. Con esta ocasión, tenga también la de recibir de parte de quien le da esta molestia el tierno recuerdo de la antigua amistad que le profesa, y que no han podido borrar los años, las ausencias ni las varias vicisitudes que por ambos han pasado. En medio de ellas le desea, y a sus dignos hermanos, salud, prosperidad y santa gracia.
1567;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2892#;22/7/1806 0:00:00;Sevilla;Bellver;;Juan Agustín Ceán Bermúdez;1806;[...] Anteayer entregó Pachín al editor la carta de 4 del corriente, en que decía que remitía por Tarragona el discurso de Herrera, y hoy me remitió el coloradín este mismo discurso. Inmediatamente devoré la Advertencia del transcriptor, que me llenó de admiración y de gusto, sobre una materia tan rara y olvidada acá en el continente. De admiración, porque no se puede comprender el modo de adquirir tales noticias, ni la facilidad para explicarlas. De gusto y satisfacción, por ver los efectos de la Providencia cómo en tal desamparo provee de entretenimientos deliciosos al hombre más solo y abandonado de la sociedad [...].
1568;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2893#;23/7/1806 0:00:00;Bellver;Tarragona;Carlos González de Posada;;1806;"Mi estimado paisano y dueño: Gracias a Dios que Juan el montañés, libre de las garras del garnesí, cayó en las de usted, que, pues le abrazó y se entretuvo con él, no se quejará de haber salido de ellas sin buena acogida. Llévele Dios en paz a donde usted le endilgó; y a otra, como maestro de esgrima. También por acá sabemos algo de Proaza, como que su nombre anda revuelto con el del gran Llull, a quien él consagró todas sus tareas, y cuyos huesos solemos nosotros revolver. Por señas, que acabo de leer su nueva y compendiosa geometría, y de caer en tentación de copiarla, aunque de un pésimo manuscrito. Lo que fuere, Dios dirá. Estoy con gran cuidado del colegial, porque Valentín o la estafeta nos dejaron sin carta en este correo. Es buena señal el que callen otros que escriben de allí, pues no queriendo persuadirse a que tiene mejoría, ¿qué no dirían si supiesen que iba peor? Dios nos le vuelva, si conviene. El conviajero de Alfait debe ser uno de los nuestros, esto es, gran recogedor. Tiene razón en lo del cofrecito, aunque los de reliquias solían ser de mil maneras, y materias y formas. ¿Se acuerda usted de un viajero que en 82 se atrevió a deshacer el altar de la abandonada y yerma ermita de la Magdalena de Condres, y halló allí una arquita de piedra asperón, o de grano, con su tapadera de ídem, que no tendría más de una tercia de largo y media de ancho y alto, toda llena de una tierra granujienta y negruzca; pero sin pergamino que contuviese lista de las reliquias puestas allí, como tenían otras, y menos nota de la consagración y consagrante que las colocó, como solían algunas? Por lo menos en medio de estas tinieblas percibió la luz de que fuera un tiempo iglesia consagrada, ergo monasterio o parroquia. Si usted no demora en el campo sino quince días, ésta le hallará ya de vuelta. No deje usted de rusticar cuando le venga la proporción. Entonces es cuando descansa verdaderamente el hombre de letras; entonces cuando repara las fuerzas que la continuación del trabajo ordinario debilita. Yo disfruto, en lo poco que puedo, esta ventaja. Hemos empezado los baños, y van ya tres. El calor subió a donde nunca le vio nuestro termómetro, esto es, cerca de 27 grados; volvió después a andar en los alrededores de 21, y no esperamos que vuelva a subir sobre 23, que es aquí su meta más conocida en la canícula. Se cargan un poco, y a veces un mucho, las piernas; pero como es cosa que va y viene, y se desaparece del todo sin consecuencia, estamos sin cuidado. ¿Quién logra una vejez sin ayes? La que menos, la más dichosa. Dios mantenga, hasta que nos axunte en el cielo; y él me guarde a usted como lo desea su Philocarlo."
1569;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2894#;30/7/1806 0:00:00;Palma de Mallorca;Bellver;;José Le Roy;1806;Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.f.11. Somoza (Inventario, pág. 105) la extracta: «Carta de atención, y que brindará una y mil veces con el jerezano en su nuevo destino».
