"Objeto";"Fecha";"Lugar emisión";"Lugar recepción";"Escribe a";"Recibe de";"año";"Texto de la carta"
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2426#";9/11/1805 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1805;"Muy señor mío y mi estimado paisano: Por hallarse ocupado el sobrino de su tío, me tomo yo la libertad de escribir a usted de su parte. Dice que el correo se hizo esperar 18 días; pero al fin pagó las estadías, porque trajo dos de usted, con más el sermón fúnebre que venía en una de ellas y que fue leído con mucha y grande satisfacción. Hay quien dice de él que por fin se ve por acá una composición sin paja, y donde no sólo es todo grano, sino grano bien aechado y sin neguilla, granzones ni cosa que lo malee. Hay, sí, de cuando en cuando algún chorro de aquella vena que dicta otras composiciones, y que el autor habrá dejado correr por reminiscencia. Aun éste, que no se puede llamar defecto, por ser tan común, no se echaría de ver aquí, si la obra, acomodando el estilo al objeto, no estuviese llena de aquella noble simplicidad que así realza la dicción como las sentencias. Sea, pues, enhorabuena, y séala también al Doctorín por la aprobación de sus ejercicios, ya que usted no quiere que por más. Malos son los pleitos, pero no es justo dejarse quitarla capa, y más cuando este descuido pudiera dañar a otros de familia. Asegúrese usted de que debe ser capellán, y trate de serlo y de que le suceda quien debe, que al fin valen más cuatro en casa que ciento fuera. No tema usted el complemento del plan numismático: póngase a él y verá cómo todo le sale bien. No hay que olvidar la sencillez que requiere el estilo didáctico, y que tan bien se aviene con el de usted. Sea claro y preciso, y esto basta. Y pues la materia abunda y el orden está indicado, la ejecución en tales manos no puede dejar de ser buena. Si a pesar de esto hay todavía desconfianza y cree usted que ha menester ayuda, vaya desempeñando sus épocas y enviándolas en borrón, que yo tengo acá con quien consultar, sin que peligre el secreto, y ayudaremos a tan buena obra, y todos araremos, como decía la mosca. Me alegro que el Ríos esté a la mano; pero no hay que desalentarse, como hace de ordinario la modestia, creyéndose incapaz de igualar lo que admira. Conozco a la Egilona y a su autor. ¿Quiere usted que le diga la verdad? Mejor me parece el soneto que la tragedia. Para aquélla salió de su carácter, pero en éste se halló todo en él. De Lili no tenía noticia. Grandes novedades hay por el mundo. Pero, ¿qué tengo yo con la jura del rey?, decía un ciego que no podía ver sus fiestas. Entretengámonos con nuestras inocentes noticias, en que no hay injusticias, ni horrores, ni sangre derramada. Y pues el correo insta, adiós, mi amigo, y mande usted a su afectísimo. P.D. No estoy por Roburigera ni Roburicaria, sino por Rodricaria, del nombre Rodericus. Menos estoy por umbelici. Reflexione usted que en Asturias es más común la palabra belga, con la misma significación que embelga. Yo no he podido fijar su origen; supongo, o sospecho, que es palabra septentrional, y no tan antigua como Nava, Coaña, Llama, o Llames, etc. Cuando la etimología no tiene más apoyo que el sonsonete es menester desecharla. Nada la tiene en descrédito, sino esta manía. ¿Qué tiene que ver una rasa con un ombligo?"
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2427#";12/9/1805 0:00:00;"Bellver";"Gijón";"Josefa Jovellanos";;1805;"Dices bien, mi querida hermana, que las malas nuevas suelen anticiparse, porque, en efecto, la de la muerte de nuestra buena Escolástica, de que me avisas en tu carta de 5 del pasado, había llegado aquí muchos días antes, como habrás visto por la que escribí a su hermano en 22 del mismo. Verías también por ésta cuán sensible fue para mí aquella noticia, cuya pena agrava todavía la consideración de no poder concurrir al consuelo de tantos como la lloran, entre los cuales te cuento principalmente a ti, que tan tiernamente la amabas y que acababas de gozar de su amable compañía. ¿Qué es, pues, lo que puedo yo decirte a este fin, sino lo mismo que tu misma virtud te ha sugerido ya y me aconsejas a mí? Resignémonos, pues, en las disposiciones de la divina Providencia y imploremos de ella nuestro consuelo, pues ninguno que sea sólido y verdadero puede venir de otra parte. También verías por la carta de Baltasar cuánto es mi deseo de concurrir al alivio de los niños, que por la muerte de Escolástica han quedado en desamparo, y lo que acerca de esto le digo. Por lo mismo, y porque aquél, como más inmediato a sus sobrinos, tomará sobre sí la mayor parte de este cuidado, tan conforme a su ternura, y al cual tu estado y el de tu salud no te permiten dar tan continua atención, espero que conferenciarás y acordarás con él lo que os parezca más conveniente, avisándomelo y dejando a cargo del mismo la correspondencia sobre este asunto. Sólo prevengo que, pues él ofrecerá algunas impertinencias con que no es justo molestar a la superioridad por quien van nuestras cartas, se reduzcan éstas a lo que en él sea más preciso y lo demás se trate en derechura con Domingo. Yo, gracias a Dios, estoy ya libre del dolor de cabeza que me incomodó días pasados y aun algo mejor en cuanto a la turbación de mi vista, al favor del continuo uso de baños de aguardiente templado con agua que doy por las mañanas en lo interior de los ojos, de algún tiempo a esta parte. Con esto y con un régimen algo estrecho en comida y lectura, trato de detener los progresos de tan peligroso mal. Deseo que tú te conserves buena y que vayas venciendo el rigor de la estación, que dicen haberse anticipado en ésa. Procura, por tanto, cuidarte mucho, mientras, saludando cariñosamente a nuestra viuda, quedo yo muy tuyo de corazón, afectísimo hermano Gaspar Melchor."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2428#";12/9/1805 0:00:00;"Barcelona";"Bellver";;"Santiago Joumard";1805;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.f.7. Somoza (Inventario, pág. 104) la extracta: «Avisando tener en su poder un cajón con libros»."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2429";13/11/1805 0:00:00;"Gijón";"Bellver";;"Josefa Jovellanos";1805;"Mi muy amado hermano: Contesto a la tuya de 4 de octubre, dando gracias a nuestro gran Dios y Señor por el beneficio que halló tu salud en el uso de los baños y, pues me dices haber hecho punto en ellos, no puedo menos de excitarte a que no pierdas de vista la grande necesidad que tienes de continuar el ejercicio cuanto puedas en cualquiera estación, porque no sólo la larga costumbre hace esta necesidad, sino la experiencia de que toda nuestra familia, por su situación física, halló siempre ser éste el mayor preservativo de su salud. Así la conserva nuestra anciana hermana, aun teniendo las piernas entumecidas, y la difunta nuestra amada Benita creo que por haberse puesto en una vida poltrona adelantó sus días. Yo, cuando vivía en el siglo, he hallado siempre grande beneficio en el diario paseo del campo, y hoy, aunque sin fuerzas ni salud, ando cuanto permiten los límites de la clausura. Todo lo que viene a parar en rogarte con todas las veras posibles (al compás del interés que tengo en tu conservación) uses de este preservativo cuanto tu situación lo permita, y sin él, seguramente, volverás a incurrir en los achaques ya padecidos. Los míos (que con el verano se habían minorado) comenzaron ya a sacar la cabeza a sólo un primer asomo de heladas, pero mi vida importa menos que la tuya, en quien, en mucha parte, creo libre la divina Providencia el amparo de los ocho inocentes hijos de nuestra amada sobrina, de que te hablé en mi anterior, y cuya contestación aguardo. Entretanto, te tengo conmigo en mis oraciones y la comunidad las aviva para alcanzar del Todopoderoso el alivio y remedio de tantos males como inundan la tierra; cúmplase en ésta, como en el cielo, la divina voluntad, y mira si hay en qué pueda complacerte tu muy amante hermana Sor Josefa de San Juan Bautista."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2430#";28/11/1805 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1805;"Amigo y señor: El correo que trajo las dos anteriores de usted se hizo esperar 18 días y 16 justos tardó el que me trajo su última. Por fortuna no tardó para ella, porque llega a los 7 días de nacida. Dudo si esta vez me habla usted con el candor que su firma requería, y si así fue, sentiré o haberme explicado mal, o haber sido entendido peor. Sería lo primero, si queriendo decir que en el sermón había alguna expresión poética, sospechó usted otra censura; y lo segundo, si usted, como parece, creyó que ésta fuese de naturaleza más grave. Tal me hace temer la duda de usted y la inquietud, y no sé si diga resentimiento, con que desea salir de ella, y la expresión de «alabanzas justas o de gracia», que ni conviene a la sinceridad de mi carácter, ni al tono franco de una correspondencia dictada sólo por la amistad. Sepa usted, pues, que yo no me propuse alabar, sino juzgar su trabajo, y si el juicio que le recomienda le alaba, no por eso dejaría de ser justo y sincero. Hubiera podido ahorrar aquella expresión en un juicio que no se refería a las partes, sino al todo. Me ocurrió al leer aquello del mausoleo de Artemisa, del jardinero escogiendo hermosas\' flores y de la mano arrugada y trémula esparciendo un poco de verbena sobre el túmulo; bueno sin duda, pero que a mi ver desdice de la noble sencillez que conserva el estilo y que tan bien armoniza con el objeto. ¿Y qué hay de extraño en esta ocurrencia respecto de quien ha hecho tantos versos y leído tantos más? ¿No dije también que era defecto dudoso, porque nadie fijó hasta ahora los límites que separan el estilo poético del oratorio, y porque apenas se hallará oración en que no se deslice alguna frase poética, y porque en fin podía ser una simple reminiscencia? Pero baste de esto, que ni tanto merecía la falta de un poco de detenimiento en mí cuando escribía y en usted cuando contestaba, y viva la devoción provincial y el sencillo piadoso espíritu que la dicta. Pero, ¿no pensarán los vecinos de usted, o no les hará usted pensar en alguna de las grandes ideas a que abre tan buena esperanza? ¿Por qué no proyectar desde ahora un templo digno de ella? No es tiempo, dirá usted; pero nada grande se hace no pensando con tiempo. Los grandes palacios de Italia son obras de familias de mediana fortuna, pero de muchas generaciones, y las insignes catedrales de España costaron acaso tantos siglos como millones. ¿Qué hay, pues, que hacer? Primero, un acuerdo cual el de los canónigos sevillanos: emprendamos una obra en que los venideros (yo diría los coetáneos) nos tengan por locos. Segundo, buscar un buen terreno, desmontarle y hacer un buen plan. Tercero, juntar materiales y labrarlos. Cuarto, agregar al fondo cuanto de cualquiera parte se pueda recoger. Quinto, establecer, con permiso ordinario, un petitorio para la obra en los días festivos a las puertas (y no dentro, que esto es una profanación del culto) de todas las iglesias concejales o capitales del Principado. Sexto, una sextaferia semanal de los feligreses para el acopio y labranza de materiales y para el peonaje de la obra. Séptimo, algún sacrificio del clero sobre el estipendio de las misas que pasen de tres reales. Octavo, alguna contribución voluntaria sobre el concejo y devotos, o por mejor decir, una suscripción piadosa. Todo esto poco a poco, dirigido por cabezas maduras y administrado por manos fieles. La priesa con que escribo y estoy sólo permite decir sobre Rodriguera que el cambio de la b en d no es conforme a los cánones etimológicos, ni a la degradación del órgano vocal. Y concluyo con que soy de usted afectísimo Xuanón."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2431#";12/12/1805 0:00:00;"Bellver";"Gijón";"Josefa Jovellanos";;1805;"Mi muy querida hermana: Por tu carta de 13 del pasado y la de Baltasar, fecha el 9, que vinieron juntas, tengo el gusto de saber de la salud de todos, y aunque respecto a ti se mezcle algún sentimiento, porque el rigor de la estación empieza a menguar la tuya, me consuela el que a este influjo se puede oponer el abrigo y el cuidado de no exponerse al aire frío y de evitar las fatigas que tu delicadeza no puede sobrellevar. Aquí volvió el tiempo sobre sí tan completamente que en los principios de este mes tuvimos los días más claros, serenos y templados que pudiera ofrecer la más dulce primavera, y aunque en noviembre había bajado el termómetro a 7 grados, ahora, al aire libre y a las diez de la noche, suele estar todavía entre el 11 y 12; con esto he podido continuar el ejercicio que tanto me aconsejas y que conozco serme tan necesario; mas, como no lo puedo tomar solo, ni dónde, ni a la hora que quisiera, y por otra parte los contornos del castillo son tan ásperos y fragosos, este recurso no es tan suficiente a la conservación de mi salud, cual sería si pudiese salir a caballo o a pie en días y horas y lugares más convenientes, que prometiesen un movimiento más libre y cómodo, y algún esparcimiento agradable, cosa que pudiera lograrse, y aun sin alejarse mucho de este cerro. Con todo, estoy resignado y conforme con la voluntad del Rey, mi señor, mientras se digna dar alguna extensión a este alivio, y pues yo no puedo pedirla, tu verás si conviene o no que lo hagas, no midiendo la resolución por los impulsos de tu amor, sino por el dictamen de tu prudencia. En mi salud actual no hay, a Dios gracias, particular novedad; el dolor de cabeza se ha disipado y aunque la obstrucción empieza a incomodar como en los inviernos anteriores, no es tan fuerte ni molesta, por lo mismo que la temperatura es más benigna y favorable. Dirás a Baltasar que no le podré responder hasta el correo próximo, porque los artículos de su carta piden más espacio, y la salida de los correos es aquí eventual. Entonces podré tal vez resolver alguna cosa acerca de los huerfanitos, porque supongo que os habréis acordado acerca de este punto como es conveniente, porque al fin él es el que, teniendo más libertad para andar alrededor de ellos, habrá de ejecutar lo que se acordare. Siento que nuestra pobre Catalina adolezca de hinchazón de piernas, que más bien será edema, de que yo suelo también adolecer cuando viene la obstrucción; pero este achaque es tan ordinario en los viejos y tan fácil de contener por el ejercicio y buen régimen, que nunca da mayor cuidado. Salúdala a mi nombre muy cariñosamente, como también a Baltasar, y segura de mi tierna inclinación, mándame como a tu afectísimo hermano, que te ama de corazón, Gaspar Melchor."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2432#";20/12/1805 0:00:00;"Olivar";"Bellver";;"Sor Isabel María Rogliani";1805;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.h.52. Somoza (Inventario, pág. 107) dice: «Enviándole un regalito de Navidad»."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2437";8/1/1806 0:00:00;"Bellver";"Palma de Mallorca";"Tomás de Veri";;1806;"Mi muy querido amigo: Por la descripción que me hizo Castelmaure de las dos cabezas, entré en recelo de que fuesen buenas copias encajadas a usted en vez de originales; pero a vista de ellas, ¿quién será tan ajeno de las ideas artísticas que no conozca su originalidad? Y ¿quién de los que han visto y contemplado los trabajos de Mengs desconocerá su manera y aquella sublimidad de estilo a que nadie llegó ni llegará? Doy a usted la enhorabuena de que tenga la dicha de poseer tan preciosas obras, y también las gracias por haber hecho penetrar a esta mansión de obscuridad y grosería este modelo de belleza y buen gusto, y por el que me ha dado de verle tan de cerca. Ojalá que Mallorca y su ilustre juventud entre en emulación con usted en el noble empeño de hacer apreciar y conocer aquí las obras recomendables del ingenio en todos los estudios; porque ¿qué otra cosa falta a tan venturoso país? Concurra usted con constancia a proporcionarle este bien, y entretanto créame su más reconocido afectísimo amigo J. Ll. P.D. Cuando usted supiere algo del estado de mis buenos amigos, haga, por Dios, que se extienda hasta mí este consuelo."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2438#";11/1/1806 0:00:00;"Bellver";"Valldemosa";"Juan Bautista Capó";;1806;"Mi estimado P. don Juan: Gran gusto hemos tenido con la última de V.R., que vino sin fecha, y que daba materia para más pronta contestación; pero se retardó, porque esperábamos, aunque en vano, hallar noticias por otra parte de Frare G. S.E. hace memoria de haber leído, no sabe dónde, que don Jaime II había estimado mucho a algunos monjes de la Real, y ocupádolos en encargos civiles, y sospechaba que pudiese ser algún lego de aquella comunidad, y no presbítero, a los cuales se solía dar el título de padre y de dominas, o señor. Haga V.R. por recordar el apellido, y entonces seguiremos la pista de esta especie. Mi amo está contentísimo con haber descubierto el nombre de Pedro Salvat, pues en cuanto al fraile se inclina a que no fuese arquitecto, sino contador de la obra. Aunque no sería extraño lo primero, porque en aquel tiempo profesaban la arquitectura no sólo los presbíteros y monjes, sino también obispos, porque todo el lujo de sus obras estaba consagrado a los templos. En lo que no está de acuerdo con V.R. es en que la obra de Bellver se hubiese empezado y perfeccionado en 9 meses, porque ella misma prueba que esto no era posible, aun cuando se decuplase el número de obreros. No es extraño que fuese grande el de peones, ni el que se empleasen mujeres, pues la piedra del castillo se sacó de este mismo cerro, en el cual existen abiertas las minas o galerías de la cantera, que son muchas y de grande extensión, y alguna de ellas corre por bajo del edificio. En esto no tenemos duda, porque lo hemos visto y reconocido con gran cuidado, y ya se ve que para cortar la piedra, labrarla y sacarla en carretones, y desbrozar con espuertas las galerías, sería necesario gran número de brazos. Ni es contra esto que viniese[n] algunas piedras labradas de Santañí, porque éstas sirvieron para la galería interior, como ya habíamos advertido aquí, y toda la restante es de un marex más grosero, y cual el que forma todo el núcleo del bosque. La piedra de Portals supongo que sería de alguna cantera cerca de Santañí, que tuviese ese nombre, pues no sé que en la ensenada Dem Portals, que está hacia aquí, haya piedra de tal calidad. Yo no sé tampoco qué mina pueda ser la de que V.R. me habla; pero es especie que debe averiguarse, y ya la seguiremos por acá. De todo concluimos que parece necesario encargar al Sr. Planes que indague el otro libro de cuentas de la fábrica de Bellver, el cual acabará en marzo de 1309 y nos dará noticias más extendidas y completas, si es que no hay más de dos libros, que no sería mucho que la obra y las cuentas ocupasen 3 ó 4 ó más. Y ahora vamos a la catedral. Las noticias que envía el Sr. Planes en cuanto a ella, y aun algo más, ya las teníamos acá adquiridas por otra parte; pero pues que se hallan libros de fábrica desde principios del siglo XIV hasta el fin del XVI, creemos que un buen hurón podría hallar en ellos noticias más completas y muy apreciables. Por ejemplo: primero, pues que el de 1327 trae la noticia del jornal de los maestros y del pintor, parece difícil que no los nombre alguna vez. Segundo, lo mismo en el de 1330, en que se empezó el coro, y pues consta en él que vino el maderaje labrado de Génova, mucho será que no se halle allí el nombre de su autor. Tercero, también debe nombrarse en el siguiente de 46 el autor del altar mayor, y aun los de las alhajas que regaló para él y la sacristía el señor obispo consagrante. Cuarto, en el año 1390 se podrá saber el nombre del autor o autores de las dos puertas laterales, una de las cuales es obra de mérito superior. Quinto, lo mismo se dice respecto del portal mayor, cuya época se acerca más a nosotros. En cuanto al del coro, ya tenemos noticias de que trabajaron en él Juan de Salas, aragonés, y Magimari (que acá leemos Maxi Mari, y según el nombre será algún mallorquín), pero pues que en las sillas se ve el año de 1529, harto será que no haya noticia de su autor. Ignoramos si estas sillas son lo mismo que el maderaje del coro de que se habla arriba, y sospechamos que sí. V.R. ha de perdonar tantas molestias, pues al paso que se van descubriendo noticias, se hacen más y más apreciables las que faltan. No sé si hemos dicho a V.R. que tenemos acá copia de la escritura de contrata que otorgó Guillermo Sagrera con el Consulado para la fábrica de la Lonja a principios del siglo XV. Pero de ella consta que la obra [estaba] ya empezada por otro y suspensa. Benimelis y Dameto suponen que hubo un gran pleito con el arquitecto que la construyó, y S.E. presume que fuese con el antecesor de Sagrera, y tanto más cuanto el proyecto de la obra fue del tiempo del Conquistador, quien en 1246 concedió al colegio de mercaderes el terreno necesario para ella. S. E. saluda a V.R. con el mayor afecto y gratitud, dando muy finas expresiones a nuestro P. Bayeu (a quien debo una contestación que luego haré) y demás amigos, entretanto que yo lo soy de V.R. y muy afecto servidor que s. m. b. M. Marina"
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2439#";12/1/1806 0:00:00;"Bellver";"Gijón";"Baltasar González de Cienfuegos";;1806;"Mi querido Baltasar: Por la carta que escribí a tu tía sor Josefa en 13 de diciembre habrás sabido que la tuya de 9 de noviembre había llegado ya a mis manos y que pensaba contestar en el correo siguiente a los asuntos de que en ella me hablas. Hágolo ahora, aunque muy tarde, por el gran trastorno y atraso en que están aquí los correos; el anterior, detenido por los recios temporales que han corrido, nos tuvo veinte días sin la menor noticia, y el que debía seguirle, pasados ya doce de su salida de aquí, y cuando salía de Barcelona, sorprendido por los ingleses, hubo de echar la maleta al agua y fue apresado sobre las aguas de esta isla. Y si tales acaecimientos son de gran desconsuelo para todos, ¿qué no será para quien vive a tan larga distancia de los suyos y no puede aspirar a otro consuelo que al de saber que viven y se conservan buenos? Además de esto, mi salud ha vuelto a caer en las obstrucciones, que desde que entraron los fríos se agravaron considerablemente y con ellas la turbación de la vista, cuya diminución me da tanto cuidado. Agrégase a todo el reumatismo, que va sacando la cabeza por los muslos y caderas. Pero con estos males, que, en mi situación y en mi edad, entrada ya en los sesenta y tres, no son fáciles de remover, voy tirando como a Dios place, siempre resignado en su santa voluntad y siempre esperanzado de que la piedad del Rey N.S. me proporcionará algún mayor alivio, sin el cual difícilmente podré conservar mi vida. Y ahora, contestando a los negocios domésticos de que me hablas, pues que nuestros renteros se hallan por la misericordia de Dios fuera de necesidad de socorros y que la tardanza del establecimiento del nuevo párroco atrasa la deseada operación de tutela, nada ocurre por hoy que decir sobre uno ni otro asunto, sino recomendarlos a tu cuidado y recordarte que me interesan muy de veras. He leído con sorpresa lo que me dices sobre el embargo puesto por los monjes de San Salvador de Valdediós al cerramiento de nuestros montes, y sobre las nuevas o renovadas pretensiones que ahora producen. Extráñolo mucho, porque este proceder se conforma poco con la buena armonía que siempre hubo entre nuestra casa y aquella comunidad, y particularmente en tiempo de mi buen padre, de mi hermano y mío; y lo extraño porque se trata de un derecho que en el día no admite la menor duda, no habiéndola ni en que los montes de que se trata están comprendidos en el foro o enfiteusis que de tan antiguo poseemos, ni en lo dispuesto en la materia por la reciente legislación, la cual no sólo protege, sino que particularmente promueve y recomienda los cerramientos, por lo mucho que importa al público que abunden las maderas de construcción y los carbones. Creo por lo mismo que algún extraño y malicioso influjo haya dado impulso a los movimientos del monasterio, y esto me hace esperar que tratando tú amigablemente el asunto con los padres abad y prior no será difícil arreglarle. Esto es lo que yo deseo y lo que ante todas cosas te ruego que hagas o, por mejor decir, que continúes, pues que has tomado ya tan buen camino para evitar cuanto sea posible un pleito, que por la naturaleza del asunto puede ser largo y costoso, y que no puede dejar de ser de mucha molestia para ti, y para mí de mucho cuidado. Pero en cuanto a los medios de evitarle por vía de composición, poco te podré yo decir, ya porque se deben elegir a vista de los documentos, que estoy seguro sernos favorables, pero cuyo tenor no puedo tener presente, y ya porque es menester tomarlos a vista de las razones y fundamentos de los contrarios, que yo ignoro. Pero sí te diré que, pues no se puede pensar en transacción ni avenencia que no cueste algún sacrificio, debes considerar que el objeto le merece. Sabes que tratamos de cerrar nuestros montes para aumentar sus árboles, esto para tener carbones y éstos para abastecer nuestra ferrería, que con ellos es la mejor propriedad de la casa, y sin ellos no sólo estéril, sino dispendiosa. Sabes que por su falta la tenemos parada algunos años [ha], y temo que lo esté este invierno, pues que ni a mí ni a Domingo se nos ha dicho cosa alguna de ella. Así que con presencia de estas razones y con acuerdo del doctor Vega, si estuviese ahí, o si no del doctor San Miguel, o otro que sea de tu satisfacción, cuida de arreglar este asunto, y usa para ello de toda la libertad que corresponde a la confianza que yo pongo en tu amor y tu celo y a tu mismo interés personal, pues se trata de una propriedad y derechos que un día serán tuyos. Con este mismo espíritu escribo al R.P. abad la adjunta carta, que tú deberás reservar y poner en su mano, cuando bien enterado de nuestra razón, resolvieres y pudieres pasar a abocarte con él. Con esto y rogándote que ofrezcas a mis hermanas mi tierna memoria y el deseo de su buena salud, quedo, como siempre, tuyo de corazón, afectísimo tío Gaspar Melchor."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2440#";12/1/1806 0:00:00;"Bellver";"Valdediós";"Fray Matías Mariño";;1806;"Muy señor mío y de mi mayor estimación: Por carta de mi sobrino y sucesor, don Baltasar González de Cienfuegos, sé que a nombre de la venerable comunidad que V.R. preside, se ha puesto embargo al cerramiento del monte del Parrado, perteneciente al foro que mi casa tiene de largo tiempo en el término de Peón, y también que el padre prior de allí ha excitado alguna nueva pretensión relativa a los derechos del mismo foro. Si yo me hallase en ésa, bien pronto habría acordado con V.R. este negocio, porque, cierto de la inalterable buena armonía que siempre reinó entre esa venerable comunidad y mi casa, y particularmente en tiempo de mis difuntos padre y hermano, y en el mío, no sólo haría por conservarla los pasos necesarios de atención y buena correspondencia, sino también cualquiera sacrificio que fuese conforme con la justicia y aun con la mera equidad. Ahora, pues que estoy tan lejos de mi casa y en situación tan poco propria para dar mi atención a estos negocios, ¿cómo no desearé que se observe el mismo miramiento, tan conforme a la estimación que siempre profesé a esa comunidad, a mi proprio carácter y al horror con que miro los pleitos? Sé con mucha satisfacción que mi sobrino está animado del mismo deseo y aun, también, que ha dado algunos pasos al mismo fin, y espero que se confirmará más y más en esta idea, a vista de lo que sobre ella le digo con esta fecha. Con todo, para que V.R. se asegure más y más de mi deseo, me ha parecido dirigirle esta carta, cuyo objeto no es pedirle al real monasterio ningún favor ni sacrificio, sino que cualquiera derecho o pretensión que crea tener contra mi casa se preste a arreglarle con mi sobrino por la vía de conferencia y avenencia amigable, evitando así un pleito que debe ser de mucho disgusto y molestia para unos y otros, y, sobre todo, que añadirá a los de mi situación el de ver rota la buena correspondencia, tan cuidadosamente observada hasta aquí y confirmada con tantos vínculos de recíproca afección. No crea V.R. que es otro el impulso y el fin de esta proposición. Yo estoy tan cierto de la propriedad del foro como del derecho de cerrar sus montes, tan protegido por la actual legislación relativa a este punto. Ni veo qué cosa pueda mover a la comunidad a resistirle, pues, antes bien, como dueño directo de los montes, su interés respecto del cerramiento, esto es, de la única mejora que se les puede dar, está identificado con el mío. Si en la extensión y linderos de los mismos montes hubiere alguna obscuridad, a la comunidad importa igualmente aclararla, y es interés suyo como mío que en nada sean menguados ni cercenados. En ambos puntos, lejos de reñir, parece que el monasterio y la casa deberían aliarse contra cualquiera injusto turbador de sus derechos recíprocos. Y, en fin, si ocurriere alguna duda o diferencia en cuanto a las mutuas condiciones del foro, ¿cuál puede ser que, tratada de buena fe, no ceda al examen de los documentos y razones en que cada una de las partes funde su derecho? En fin, R.P.M., declarar y asegurar el que legítimamente me pertenece, sin perjuicio del de comunidad, es mi primer deseo; el segundo, evitar un pleito, cuyo costo y molestia no sería para mí tan sensible como la discordia con una comunidad a quien profeso tanto respeto y amor. Haciendo también a V.R. y a todos los individuos de su monasterio la justicia de creerlos animados de los mismos sentimientos, espero que mi sobrino los hallará a todos dispuestos a entrar en esta avenencia y ahogar estas primeras semillas de discordia, acaso sembradas por alguna mano extraña. Sea cual fuere, siempre tendré que agradecerle la ocasión que me presenta de ofrecer a V.R. mi respeto, y de renovar a esa sacra comunidad el amor que siempre la he profesado y profeso. Y entretanto, deseoso de sus órdenes, ruego a Dios nuestro Señor guarde su vida muchos años. B. l. m. de V.R. su más atento seguro servidor Gaspar de Jovellanos."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2441";13/1/1806 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1806;"Mi amigo y señor: Como el último correo de Barcelona cayó en manos del garnesí y el anterior se dejó allá un ordinario, suponemos que alguna carta de usted haya caído al fondo del mar (donde se echó la maleta con cuatro valijas), y que ahora vaya llevada por las corrientes hacia la costa de Liguria, o de Etruria, o de otro de los países de nombre novo-anticuo. He aquí por qué escribo estas dos letras, que Dios sabe cuándo saldrán, porque el temporal que corre es de los más terribles que habemos visto aquí; y él sólo sabe también si llegarán, porque los malditos albioneses no dejan pasar un pájaro. Con todo, por si llegan, sepa usted que si escribió, y si escribiendo, decía, como suele, cosa que de contar fuese, menester será que se tome el trabajo de repetirla. Ítem más: sepa que aquí hay salud, aunque con achaquillos de invierno; que la péñola no duerme, y que siempre quiere a usted tanto como es querido de otro que sabe que usted le quiere, y también que a fuerza de quererle, verifica lo de que quien bien quiere a Beltrán, bien quiere a su can Manuel Martínez Marina. P.D. El último correo que llegó tenía cuatro valijas; el perdido tres. Conque ha siete que no sabemos de usted, sin las que van cayendo."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2442";15/1/1806 0:00:00;"Madrid";"Bellver";;"Jaime Robatel";1806;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.f.2. Somoza (Inventario, pág. 104) dice: «En francés, diciendo no encontró a Gimbernat, y no pudo, por lo tanto, darle la carta de recomendación que llevaba. Que tampoco pudo saber nada de lo concerniente a don Gaspar»."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2443";27/1/1806 0:00:00;"Barcelona";"Bellver";;"Manuel Osorio";1806;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.f.23. Somoza (Inventario, pág. 105) dice: «Pidiendo el plano del combate de Trafalgar»."
