"Id";"Objeto";"Fecha";"LugarEmision";"LugarRecepcion";"EscribeA";"RecibeDe";"año";"TextoCarta"
1521;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2446#";12/2/1806 0:00:00;;;;"Rosendo Sieres";1806;
1522;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2447#";12/2/1806 0:00:00;;;;"José Rodríguez Argüelles";1806;
1523;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2448#";14/2/1806 0:00:00;;;"Catalina de Sena (hermana)";;1806;
1524;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2449#";15/2/1806 0:00:00;;;;"Francisco García González";1806;
1525;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2450";24/2/1806 0:00:00;;;;"Ángel Pérez";1806;
1526;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2451#";6/3/1806 0:00:00;;;"Carlos González de Posada";;1806;
1527;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2452";6/3/1806 0:00:00;;;"José Rodríguez Argüelles";;1806;
1528;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2453#";9/3/1806 0:00:00;;;;"Ignacio Bas y Bauzá";1806;
1529;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2454#";14/3/1806 0:00:00;;;;"Baltasar González de Cienfuegos";1806;
1530;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2455#";15/3/1806 0:00:00;;;;"Juan Bautista Capó";1806;
1531;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2456#";19/3/1806 0:00:00;;;;"Manuel Bayeu Subías";1806;
1532;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2603#";21/3/1806 0:00:00;;;;"Bernardo Juan";1806;
1533;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2604#";27/3/1806 0:00:00;;;"Ignacio Bas y Bauzá";;1806;
1534;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2607#";27/3/1806 0:00:00;;;;"Micaela Fortuny";1806;
1535;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2606#";27/3/1806 0:00:00;;;"Micaela Fortuny";;1806;
1536;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2608#";29/3/1806 0:00:00;;;"José Rodríguez Argüelles";;1806;
1537;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2609#";29/3/1806 0:00:00;;;"M. de C.";;1806;
1538;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2610#";31/3/1806 0:00:00;;;"Carlos González de Posada";;1806;
1539;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2612";9/4/1806 0:00:00;;;"Baltasar González de Cienfuegos";;1806;
1540;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2613#";9/4/1806 0:00:00;;;"Ángel Pérez";;1806;
1541;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2614#";9/4/1806 0:00:00;;;"Josefa Jovellanos";;1806;
1542;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2753#";10/4/1806 0:00:00;;;"Carlos González de Posada";;1806;
1543;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2754#";12/4/1806 0:00:00;;;"Carlos González de Posada";;1806;
1544;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2755#";15/4/1806 0:00:00;;;;"Josefa Jovellanos";1806;
1545;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2756#";14/4/1806 0:00:00;;;;"Juan Bautista Capó";1806;
1546;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2757#";16/4/1806 0:00:00;;;"Juan Bautista Capó";;1806;
1547;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2759#";18/4/1806 0:00:00;;;"Pedro García Argüelles";;1806;
1548;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2760#";22/4/1806 0:00:00;;;"Carlos González de Posada";;1806;
1549;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2761#";3/5/1806 0:00:00;;;"Josefa Jovellanos";;1806;
1550;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2762#";8/5/1806 0:00:00;;;"Padre Villafranca";;1806;
1551;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2763";9/5/1806 0:00:00;;;"Carlos González de Posada";;1806;
1552;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2764#";9/5/1806 0:00:00;;;"Pedro Martínez Marina";;1806;
1553;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2765#";18/5/1806 0:00:00;;;"Marqué de Monte Agudo";;1806;
1554;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2767#";18/5/1806 0:00:00;;;"Josefa Jovellanos";;1806;
1555;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2879#";19/5/1806 0:00:00;;;;"Fray Matías Mariño";1806;
1556;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2880#";22/5/1806 0:00:00;;;;"Baltasar González de Cienfuegos";1806;
1557;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2881#";7/6/1806 0:00:00;;;"Juan Bautista Capó";;1806;
1558;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2882#";14/6/1806 0:00:00;;;"Carlos González de Posada";;1806;
1559;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2883#";15/6/1806 0:00:00;;;;"Carlos González de Posada";1806;
1560;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2884#";19/6/1806 0:00:00;;;;"Josefa Jovellanos";1806;
1561;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2885";21/6/1806 0:00:00;;;;"José Le Roy";1806;
1562;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2886";22/6/1806 0:00:00;;;"José Le Roy";;1806;
1563;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2887#";23/6/1806 0:00:00;;;"Carlos González de Posada";;1806;
1564;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2888#";24/6/1806 0:00:00;;;"Baltasar González de Cienfuegos";;1806;
1565;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2890#";4/7/1806 0:00:00;;;"Carlos González de Posada";;1806;
1566;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2891#";4/7/1806 0:00:00;;;"Romualdo Mon y Velarde";;1806;
1567;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2892#";22/7/1806 0:00:00;;;;"Juan Agustín Ceán Bermúdez";1806;
1568;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2893#";23/7/1806 0:00:00;;;"Carlos González de Posada";;1806;
1569;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2894#";30/7/1806 0:00:00;;;;"José Le Roy";1806;
1570;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2895#";2/8/1806 0:00:00;;;"Baltasar González de Cienfuegos";;1806;
1571;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2896#";10/8/1806 0:00:00;;;;"Baltasar González de Cienfuegos";1806;
1572;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2897#";15/8/1806 0:00:00;"Reinosa";;;"Pedro Martínez Marina";1806;
1573;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2898#";17/8/1806 0:00:00;;;;"Juan Agustín Ceán Bermúdez";1806;
1574;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2899#";17/8/1806 0:00:00;;;;"Carlos González de Posada";1806;
1575;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2900#";21/8/1806 0:00:00;;;"Carlos González de Posada";;1806;
1576;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2901#";25/8/1806 0:00:00;;;"Juan Bautista Capó";;1806;
1577;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2902#";31/8/1806 0:00:00;;;"Carlos González de Posada";;1806;
1578;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2903#";2/9/1806 0:00:00;;;"Baltasar González de Cienfuegos";;1806;
1579;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2904#";6/9/1806 0:00:00;;;;"José Alvargonzález Zarracina";1806;
1580;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2905#";13/9/1806 0:00:00;;;"Carlos González de Posada";;1806;
1581;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2906#";13/9/1806 0:00:00;"Barcelona";;;"Santiago Joumard";1806;
1582;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2907";15/9/1806 0:00:00;;;;"Carlos González de Posada";1806;
1583;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2908#";21/9/1806 0:00:00;;;"Carlos González de Posada";;1806;
1584;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2909#";10/10/1806 0:00:00;;;"Juan Bautista Capó";;1806;
1585;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3026";15/10/1806 0:00:00;;;"Baltasar González de Cienfuegos";;1806;
1586;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3027#";24/10/1806 0:00:00;;;"Carlos González de Posada";;1806;
1587;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3028#";29/10/1806 0:00:00;;;"Carlos González de Posada";;1806;
1588;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3029#";8/11/1806 0:00:00;"Barcelona";;;"Miguel Galcerán";1806;
1589;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3030#";11/11/1806 0:00:00;"Barcelona";;;"Valentín García";1806;
1590;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3031#";11/11/1806 0:00:00;;;;"Francisco García González";1806;
1591;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3032#";14/11/1806 0:00:00;;;"Carlos González de Posada";;1806;
1592;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3033#";15/11/1806 0:00:00;;;;"José Rodríguez Argüelles";1806;
1593;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3034#";19/11/1806 0:00:00;;;"José Barberi";;1806;
1594;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3035#";21/11/1806 0:00:00;;;"Baltasar González de Cienfuegos";;1806;
1595;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3733#";27/11/1806 0:00:00;;;"José Barberi";;1806;
1596;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3036#";25/11/1806 0:00:00;;;;"José Le Roy";1806;
1597;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3038#";28/11/1806 0:00:00;"Barcelona";;;"Valentín García";1806;
1598;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3039#";30/11/1806 0:00:00;;;;"Bernardo Juan";1806;
1599;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3040#";4/12/1806 0:00:00;;;;"Miguel Martínez Marina";1806;
1600;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3041#";11/12/1806 0:00:00;;;"Carlos González de Posada";;1806;
1601;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3042#";15/12/1806 0:00:00;;;;"Joaquín Alonso de Viado y Castro";1806;
1602;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3043";17/12/1806 0:00:00;;;"José Barberi";;1806;
1603;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3044#";20/12/1806 0:00:00;;;;"Rosendo Sieres";1806;
1604;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3045#";22/12/1806 0:00:00;;;;"José Le Roy";1806;
1605;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3046#";23/12/1806 0:00:00;;;"Carlos González de Posada";;1806;
1606;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3047#";4/1/1807 0:00:00;;;;"Micaela Fortuny";1807;
1607;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3048";7/1/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1608;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3049#";8/1/1807 0:00:00;;;;"Leonardo Planes";1807;
1609;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3050#";8/1/1807 0:00:00;;;"Fray Luis de Villafranca";;1807;
1610;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3051#";9/1/1807 0:00:00;"Barcelona";;;"Valentín García";1807;
1611;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3052#";9/1/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1612;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3053#";12/1/1807 0:00:00;;;;"Leonardo Planes";1807;
1613;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3054#";13/1/1807 0:00:00;;;"Carlos González de Posada";;1807;
1614;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3055#";16/1/1807 0:00:00;;;;"Leonardo Planes";1807;
1615;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3056#";17/1/1807 0:00:00;;;;"José Barberi";1807;
1616;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3057#";19/1/1807 0:00:00;;;;"Pedro Cevallos";1807;
1617;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3058#";22/1/1807 0:00:00;;;"Carlos González de Posada";;1807;
1618;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3059#";23/1/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1619;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3060";23/1/1807 0:00:00;;;"José Barberi";;1807;
1620;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3061#";4/2/1807 0:00:00;"Barcelona";;;"Valentín García";1807;
1621;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3062";10/2/1807 0:00:00;"Barcelona";;;"Santiago Joumard";1807;
1622;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3063#";11/2/1807 0:00:00;;;"Fray Luis de Villafranca";;1807;
1623;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3064";20/2/1807 0:00:00;;;"Pedro Ceballos";;1807;
1624;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3065#";20/2/1807 0:00:00;;;"Manuel Godoy";;1807;
1625;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3066#";21/2/1807 0:00:00;;;"Carlos González de Posada";;1807;
1626;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3067#";21/2/1807 0:00:00;;;"Joaquín Alonso de Viado";;1807;
1627;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3068#";1/2/1807 0:00:00;;;"Tomás de Veri";;1807;
1628;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3069#";2/3/1807 0:00:00;;;"Carlos González de Posada";;1807;
1629;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3070#";5/3/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1630;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3071";11/3/1807 0:00:00;;;;"Leonardo Planes";1807;
1631;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3072#";15/3/1807 0:00:00;;;"Carlos González de Posada";;1807;
1632;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3073#";18/3/1807 0:00:00;"Barcelona";;;"Valentín García";1807;
1633;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3074#";19/3/1807 0:00:00;;;"Sor Manuela Antonia del Espíritu Santo";;1807;
1634;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3075#";24/3/1807 0:00:00;;;;"Juan Ducros";1807;
1635;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3212#";26/3/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1636;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3213#";27/3/1807 0:00:00;;;;"Rafael Roselló";1807;
1637;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3214#";2/7/1807 0:00:00;;;"Carlos González de Posada";;1807;
1638;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3215#";6/4/1807 0:00:00;;;;"Baltasar González de Cienfuegos";1807;
1639;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3216#";12/4/1807 0:00:00;;;"Baltasar González de Cienfuegos";;1807;
1640;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3217#";13/4/1807 0:00:00;;;"Carlos González de Posada";;1807;
1641;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3218#";13/4/1807 0:00:00;;;;"Fray Bruno Muntaner";1807;
1642;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3219#";17/4/1807 0:00:00;;;;"Ignacio Bas y Bauzá";1807;
1643;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3220#";26/4/1807 0:00:00;;;;"Ignacio Bas y Bauzá";1807;
1644;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3221#";28/4/1807 0:00:00;;;"Carlos González de Posada";;1807;
1645;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3222#";1/4/1807 0:00:00;;;"Tomás de Veri";;1807;
1646;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3223#";12/5/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1647;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3224#";12/5/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1648;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3225#";18/5/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1649;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3226#";19/5/1807 0:00:00;;;"Carlos González de Posada";;1807;
1650;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3227#";19/5/1807 0:00:00;;;"Baltasar González de Cienfuegos";;1807;
1651;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3228#";19/5/1807 0:00:00;;;"José María Cienfuegos Quiñones";;1807;
1652;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3229#";26/5/1807 0:00:00;;;"Carlos González de Posada";;1807;
1653;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3230#";8/6/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1654;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3231";11/6/1807 0:00:00;;;;"Leonardo Planes";1807;
1655;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3232";15/6/1807 0:00:00;;;"Carlos González de Posada";;1807;
1656;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3233#";23/6/1807 0:00:00;"Barcelona";;;"Tomasa Aparicio de Juan";1807;
1657;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3234#";23/6/1807 0:00:00;"Gijón";;;"Sor Manuela Antonia del Espíritu Santo";1807;
1658;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3236#";30/6/1807 0:00:00;;;"Carlos González de Posada";;1807;
1659;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3237#";3/7/1807 0:00:00;;;;"María Francisca Sánchez Piñuela";1807;
1660;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3238#";10/7/1807 0:00:00;;;;"Lacalprade";1807;
1661;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3239#";17/7/1807 0:00:00;"Palma";;;"Mariano Villella de Mola";1807;
1662;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3240#";21/7/1807 0:00:00;;;"Carlos González de Posada";;1807;
1663;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3241#";1/7/1807 0:00:00;;;"Juan Agustín Ceán Bermúdez";;1807;
1664;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3242#";3/8/1807 0:00:00;;;"Juan Bautista Capó";;1807;
1665;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3243#";5/8/1807 0:00:00;;;"Carlos González de Posada";;1807;
1666;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3244";21/8/1807 0:00:00;;;"Baltasar González de Cienfuegos";;1807;
1667;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3245#";22/8/1807 0:00:00;;;"Carlos González de Posada";;1807;
1668;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3246#";3/9/1807 0:00:00;;;"Carlos González de Posada";;1807;
1669;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3247#";16/9/1807 0:00:00;;;"Carlos González de Posada";;1807;
1670;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3248#";16/9/1807 0:00:00;;;;"José Rodríguez Argüelles";1807;
1671;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3249#";20/9/1807 0:00:00;;;"Baltasar González de Cienfuegos";;1807;
1672;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3250#";23/9/1807 0:00:00;;;"Carlos González de Posada";;1807;
1673;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3734#";26/9/1807 0:00:00;;;;"Rosendo Sieres";1807;
1674;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3252#";1/10/1807 0:00:00;;;;"Leonardo Planes";1807;
1675;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3253#";6/10/1807 0:00:00;;;;"Leonardo Planes";1807;
1676;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3254";7/10/1807 0:00:00;;;;"José Acebedo Villarroel";1807;
1677;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3255#";11/10/1807 0:00:00;;;;"José González";1807;
1678;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3256#";14/10/1807 0:00:00;;;"Carlos González de Posada";;1807;
1679;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3258#";28/10/1807 0:00:00;;;;"Leonardo Planes";1807;
1680;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3259#";28/10/1807 0:00:00;;;"Carlos González de Posada";;1807;
1681;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3378#";28/10/1807 0:00:00;;;;"María Gertrudis del Busto y Miranda";1807;
1682;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3379";6/11/1807 0:00:00;;;;"Claudio de Juglart";1807;
1683;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3380#";18/11/1807 0:00:00;;;;"Barón de Purgoldt";1807;
1684;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3381#";22/11/1807 0:00:00;;;"Carlos González de Posada";;1807;
1685;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3382#";30/11/1807 0:00:00;;;"Carlos González de Posada";;1807;
1686;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3383#";4/12/1807 0:00:00;"Barcelona";;;"Valentín García";1807;
1687;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3384#";4/12/1807 0:00:00;;;;"Rosendo Sieres";1807;
1688;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3385#";16/12/1807 0:00:00;;;;"Miguel Juan de Padrinas";1807;
1689;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3386#";18/12/1807 0:00:00;;;"Carlos González de Posada";;1807;
1690;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3387";22/12/1807 0:00:00;;;"Miguel Juan de Padrinas";;1807;
1691;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3388#";29/12/1807 0:00:00;;;"Baltasar González de Cienfuegos";;1807;
1692;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3389#";30/12/1807 0:00:00;"Oviedo";;;"Miguel Antonio García Nava";1807;
1693;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3390#";30/12/1807 0:00:00;;;;"José Rodríguez Argüelles";1807;
1694;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3391#";30/12/1807 0:00:00;;;"Carlos González de Posada";;1807;
1695;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3392";;;;;"José Antonio Sampil";1807;
1696;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3400#";6/1/1808 0:00:00;;;;"María Gertrudis del Busto y Miranda";1808;
1697;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3394#";12/1/1808 0:00:00;;;;"José María Cienfuegos Quiñones";1808;
1698;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3401";16/1/1808 0:00:00;;;;"Genaro Fernández Blanco";1808;
1699;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3396#";20/1/1808 0:00:00;;;;"Rosendo Sieres";1808;
1700;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3397#";29/1/1808 0:00:00;"Barcelona";;;"Tomasa Aparicio de Juan";1808;
1701;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3398#";1/2/1808 0:00:00;;;;"Rafael Roselló";1808;
1702;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3399#";6/2/1808 0:00:00;;;;"Miguel Juan de Padrinas";1808;
1703;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3402#";15/2/1808 0:00:00;;;;"Baltasar González de Cienfuegos";1808;
1704;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3403#";15/2/1808 0:00:00;;;;"Baltasar González de Cienfuegos";1808;
1705;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3404#";23/2/1808 0:00:00;;;"Miguel Juan de Padrinas";;1808;
