Objeto;Fecha;Lugaremisión;Lugarrecepción;Escribea;Recibede;año;Textodelacarta
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3488#;11/4/1794 0:00:00;Gijón;Gijón;Josefa Jovellanos;;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «Carta a la novicia, que le dijeron que vendíamos Las Figares en ocho mil reales; que si cierto, la reservásemos para dos Lucas [González Zarzuelo], que quería dejar su Dignidad, y con alguna renta simple retirarse a Gijón. Pruebo la impostura de semejante especie. Hablo con desaprobación del proyecto del tesorero»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3489#;12/4/1794 0:00:00;Gijón;;José Hermida;;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «Mi hermano escribe a Hermida; va una minuta mía con copia de lo que escribió Jardine con fecha de 20 de febrero, y encargo de reconocer si el telescopio acromático, el teodolito y el microscopio que vende M. Guienne en tres mil reales están en uso, y orden de que, hallándolos tales, cierre el ajuste en los términos más ventajosos que pueda y los recoja; que el dinero se entregará aquí al cónsul Kelly, o en Madrid»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3490#;12/4/1794 0:00:00;Gijón;León;Juan de Quiñones Lorenzana y Abaurre;;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «A Montevirgen, que, pues no piensa moverse, enviaré mi informe y planos; que en el primero me reduciré a pedir el arbitrio de la sal que entra en el fondo general de caminos; que es poco, pero peor es nada; que con él se hará el camino, tarde, pero peor es nunca». El marqués de Montevirgen era el representante por León en la construcción de la carretera a Castilla."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3491#;16/4/1794 0:00:00;Sevilla;Gijón;;Juan Agustín Ceán Bermúdez;1794;Perdida. Se refiere a ella Jovellanos en el Diario, fecha citada: «Ceán escribe que las [cosechas] de trigo y cebada en Andalucía van floridísimas».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3492#;19/4/1794 0:00:00;Gijón;Tarragona;Carlos González de Posada;;1794;"Mi querido amigo: Como el hombre justo y constante está prevenido contra las amarguras de esta vida, no será necesario buscar rodeos para hablar a usted, a quien supongo tal, de las que son tan ordinarias en ella. Por lo mismo voy a copiarle a la letra lo que me dice mi amigo don Joaquín Jordán en carta de Lima de 26 de julio del año pasado, y que, sin embargo, no recibí hasta anteayer: «Yo doy a V.S. el parabién de todo esto, y también la no agradable noticia de que apenas entró la dicha por las puertas de la casa del caballero Posada, recomendado de V.S., le envió Dios una prolija y dilatada enfermedad de ocho meses, llevándoselo para sí en lo más florido de sus años, y cuando parecía estaba prestando salud a todos. »Compadecido su excelencia de la infeliz situación en que por su fallecimiento quedó su pobre mujer e hijos, colocó al mayor, que servía a mérito en la misma oficina de su padre, en plaza de cuatrocientos pesos, sin embargo de sus pocos años, con el objeto de que auxiliase a su madre y hermanos, y puede V.S. contar que le auxiliaré en cuanto pueda y penda de mi arbitrio». Como esta carta sea tan atrasada, y las malas noticias corran mucho, es muy posible que usted haya recibido ésta; mas por si no, se la comunico cual viene, para que al lado del dolor tan natural vea aquel único consuelo que se podía esperar en medio de él. Nada diré a usted sobre el interés que tomo en su consuelo y bienestar, porque confío que estará persuadido de mi tierno cariño, y le agraviaría en lo contrario. No envío la carta original, porque habla de otras cosas, y tampoco doy esta noticia a Candás, porque no siendo agradable, será mejor que la reciban, aunque tarde, por la mano de usted, con aquellos consuelos de que sabrá acompañarla. Está a la vela mi Informe sobre la Ley Agraria para ir a Madrid, y también la Noticia del Real Instituto Asturiano, con la oración de apertura, etc. Hay aquí buena salud, aunque Paula plagado de sarna. Están corrientes la enseñanza de aritmética, cuyo curso acaba este mes; de dibujo, que empezó en él, y de lengua francesa, que llena dos. Consérvese usted bueno, y mande a su fino y afectísimo de corazón Gaspar Melchor. P.D. Se portan bien tres alumnos de Candás que tenemos aquí, así en aplicación y aprovechamiento como en conducta."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3493#;26/4/1794 0:00:00;Gijón;Madrid;Policarpo Sáenz de Tejada Hermoso;;1794;Muy señor mío: Paso a manos de V.S. el adjunto informe sobre el establecimiento de la Ley Agraria, que he trabajado por encargo de nuestra Sociedad, señalado con el n.° 2°, al cual acompañan con el 1. ° un oficio para la misma Real Sociedad, y con el 3. ° los únicos documentos que existían en mi poder referentes a la misma materia. Pido a V.S. que de uno y otro se sirva enterar a nuestra Sociedad, avisándome de lo que se dignare acordar en el asunto. Con este motivo renuevo a V.S. la seguridad de mi buen afecto y deseo de complacerle, con el cual quedo y ruego a nuestro Señor guarde a V. S. muchos años. B. l. m. de V.S. su más atento seguro servidor Gaspar Melchor de Jovellanos.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3494#;26/4/1794 0:00:00;Gijón;Madrid;Sociedad Económica de Madrid;;1794;"Excmo. Señor: V.E. fue servido de poner a mi cuidado la extensión del Informe pedido por el Supremo Consejo de Castilla en el expediente de Ley Agraria; y después de varios recuerdos, en que se me recomendó la brevedad, recibí el último en oficio que la Secretaría me dirigió a esta villa con fecha de 12 de diciembre de 1790. En respuesta de 12 de enero inmediato manifesté a V.E. mi deseo de desempeñar cuanto antes pudiese este honroso encargo, y de dedicar a él todo el tiempo que me dejasen libre otros del real servicio que estaban a mi cuidado. Así lo cumplí, formando el escrito que paso a manos de V.E., a quien puedo asegurar que él solo ocupó mi atención y mi pluma en todos los instantes que pude robar a las comisiones en que todavía entiendo. Pero más que esta protesta, disculparán ante V.E. mi tardanza la importancia de la materia y la extensión del plan que me propuse para desempeñarla dignamente. Según él, era necesario subir al origen de los errores que están autorizados en nuestra legislación, recorrer todos los artículos enlazados con la suerte del cultivo, y poner en claro toda su influencia. Era necesario hacer la guerra a muchas preocupaciones añejas y establecer muchas verdades poco conocidas. Eran, en fin, necesarios tanto circunspección para no perder de vista la verdad, como denuedo para pronunciarla. Todo mi cuidado se dirigió a llenar tan grandes objetos, y si estoy seguro de haberlo conseguido, es sólo por la exactitud con que me ceñí a los firmes y benéficos principios de V.E. Este será mi único mérito, si es que en mi trabajo hay alguno. El gran principio sobre que se apoya el presente informe es, por decirlo así, una propiedad exclusiva de V.E. Habrá ciertamente en todas las clases del Reino muchos individuos que le conozcan y respeten; pero dudo que haya un solo Cuerpo que le haya sentado, demostrado y defendido tantas veces como V.E. Era, por lo mismo, mi primera obligación seguirle religiosamente, y lo hice con tanta más facilidad cuanto el progreso de mi trabajo me convencía más y más cada vez de su verdad y firmeza. Aun del orden y claridad que puede haber en mis ideas, me confieso también deudor a V.E. Era imposible traer los varios artículos que abraza este informe a un punto de unidad, esto es, al único principio que debía regularlos, sin que ellos mismos se colocasen de suyo en el orden y lugar que pertenecía a cada uno. Pude ciertamente haber dado el primer lugar en mis reflexiones a los estorbos físicos, o presentados por la naturaleza; pero habiendo considerado que ni son presentados por la mano del hombre, ni siempre accesibles a sus esfuerzos, preferí un orden más natural y conforme al progreso de la perfección política de los estados. El primer objeto de las leyes sociales será siempre proteger el interés individual; este interés, una vez protegido, aumenta infaliblemente la riqueza particular; de esta riqueza nace sin violencia y se alimenta la riqueza pública, y sólo cuando un estado se ha hecho por medio de ella rico y poderoso es capaz de luchar con la naturaleza, vencerla y mejorarla. Por otra parte, seguí naturalmente el orden que iban tomando mis ideas. Sentado una vez el principio, ¿quién podría prescindir un solo instante de los errores que se le oponían? Los baldíos, las tierras concejiles se presentaban inmediatamente ante el tribunal de la razón, y en pos de ellos, el desamparo y abertura de las heredades privadas. La Mesta y los demás artículos de protección parcial, que hacen la guerra al derecho de propiedad individual, salían también al paso. El monstruo de la amortización, que continuamente la traga y engulle, se aparecía a su lado, y era difícil perderle de vista sin descubrir otros monstruos políticos, esto es, el monopolio, tan bien hallado con los embarazos del comercio de frutos, y las rentas provinciales, tan enemigas de este comercio como de toda buena industria. Confieso que en estos varios artículos no he llegado al sublime punto a que los principios de V.E. podían conducirme; pero esta moderación, sobre oportuna, me pareció muy necesaria. La perfección del hombre, así en moral como en política, es progresiva, y suele adelantar poco cuando quiere andar demasiado. Nada es tan difícil como postrar de un golpe los errores autorizados y protegidos, y para destruir las opiniones agradables es tal vez más seguro debilitar poco a poco su raíz que atacar el tronco o cortar atrevidamente sus ramas. Sin embargo, V.E. verá que he acogido en el adjunto Informe todas las verdades importantes que presentaba la materia, y que las he pronunciado con aquella noble franqueza que era propia del celo, de la sabiduría y del instituto de V.E., que exigía el bien de la causa pública, y que no desdecía de mi propio carácter, siempre ajeno de honrar con el nombre de prudencia aquella fría indiferencia, o por mejor decir, aquella ruin flaqueza, que detenida en varios miramientos, sólo tiene resolución para callar las verdades útiles y temporizar con los errores perniciosos. Después de haber procedido así, no tengo otro deseo que el de que V.E. se persuada a que nada quedó por hacer a mi celo y buena diligencia para desempeñar su honrosa confianza de un modo digno de la grandeza del objeto y del decoro de V.E. Nuestro Señor guarde a V.E. muchos años Gaspar Melchor de Jovellanos."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3495#;26/4/1794 0:00:00;A Coruña;Gijón;;Alexander Jardine;1794;Perdida. La cita Jovellanos en su carta a Jardine de 21 de mayo siguiente.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3496#;29/4/1794 0:00:00;Barcelona;Gijón;;Pedro Díaz de Valdés;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Visita de don José Díaz, con carta de su hermano, que dice estar impresa su Memoria en los extractos de la Sociedad Vascongada». Ha de referirse al todavía inquisidor de Barcelona Pedro Díaz de Valdés y a su «Memoria sobre las ventajas de que los párrocos promuevan la agricultura y la industria», publicada en Extractos de las Juntas generales celebradas por la Real Sociedad Bascongada de los Amigos del País en la Villa de Bilbao por julio de 1793, Vitoria, Baltasar Manteli, 1793, págs. 21-147.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3497#;30/4/1794 0:00:00;Gijón;Madrid;Juan José Arias de Saavedra;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Aviso a Arias que irá a sus manos lo de Ley Agraria, y le digo que puede leerlo».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3498#;3/5/1794 0:00:00;Gijón;;Joaquín Méndez Vigo;;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «A Vigo le doy noticia de la compra del teodolito y microscopio, y encargo de que dé orden a [Miguel Antonio de] Amandi de que entregue a [Gregorio] Joyes, si pareciere por ellos, mil seiscientos reales vellón de su precio; que se trata de comprar el telescopio en mil cuatrocientos, si resultare bueno en las pruebas; que sobre esto espere aviso»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3499#;3/5/1794 0:00:00;Gijón;A Coruña;Alexander Jardine;;1794;"Perdida. Se refiere a ella, en relación con la anterior a Joaquín Méndez Vigo, en el Diario, fecha citada: «Al señor Jardine aviso que doy esta orden, y deseo de que el telescopio resulte bueno; que no hay proporción de dotar a M. Guienne por falta de medios; que quisiera adquirirle; que están ya llenas todas las plazas»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3500#;3/5/1794 0:00:00;Gijón;;Juan de Dios Bernaldo de Quirós;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «A don Juan de Dios las gracias».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3501#;6/5/1794 0:00:00;Gijón;Gijón;;Pedro Manuel de Valdés Llanos;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Carta de don Petris, que salió ayer de madrugada», debe suponerse que de Gijón.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3502#;6/5/1794 0:00:00;;Gijón;;Joaquín Méndez Vigo;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Carta de Vigo, que dice avisará mañana el pago de los mil seiscientos reales a Joyes, por Amandi».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3503#;6/5/1794 0:00:00;Gijón;Gijón;;Josefa Jovellanos;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «Carta de la hermana novicia, que dice fue votada ayer; se le envían dulces». La profesión de su hermana Josefa en el convento de Agustinas Recoletas de Gijón fue el 7 de julio siguiente."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3504#;7/5/1794 0:00:00;Gijón;;Alberto de Sesma;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «A Sesma, recomendando a don José de Oruña y Pumarejo, de Santander, para la Auditoría de Marina de aquella provincia. Es yerno de [Bernardino] Corvera».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3505#;7/5/1794 0:00:00;Gijón;Sevilla;Juan Agustín Ceán Bermúdez;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «A Ceán, describiendo las mejoras de la villa».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3506#;12/5/1794 0:00:00;Gijón;Gijón;Francisco de Llanos Cifuentes y Vicente Morán Labandera;;1794;"Muy señores míos: Consta a ustedes que en la conferencia que tuvieron a mi presencia con los señores diputados del clero y comercio de esta Villa el 17 de diciembre último, se acordó celebrar la solemne inauguración de nuestro Real Instituto con las únicas demostraciones que permitían la estrechez del tiempo y el rigor de la estación; y que si se pensase en alguna otra podría dejarse para el día de la colocación de los retratos de S.M. y del Excmo. Sr. Valdés, que estaban encargados a Madrid. Habiendo llegado ya estos retratos, creo de mi obligación participarlo a ustedes y demás señores diputados, para que lo hagan a sus respectivos Cuerpos, significándoles mi deseo de saber cuál sea su ánimo acerca del punto que quedó entonces pendiente, para determinar el tiempo y modo de dicha colocación, lo que haré con su acuerdo, si quisieren concurrir a ella. Con este motivo me repito a la disposición de ustedes, deseoso de sus órdenes, y ruego a nuestro Señor guarde su vida muchos años. B. l. m. de ustedes su más afecto seguro servidor Gaspar de Jovellanos."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3507#;13/5/1794 0:00:00;Gijón;A Coruña;Alexander Jardine;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Correo adelantado. Traducción de una carta inglesa, que parece del Sr. Oglevie o del autor del Ensayo sobre la propiedad territorial. Carta al Sr. Jardine enviándosela». Se trata de la Carta sobre el Derecho de propiedad de William Ogilvie (John H. R. POLT, «Una nota jovellanista: Carta a desconocida persona», en Homenaje al profesor Rodríguez-Moñino, Madrid, Castalia, 1966, n. 5).
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3508#;17/5/1794 0:00:00;Gijón;Madrid;Francisco Cabarrús;;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «Carta al conde de Cabarrús sobre el derecho de propiedad y sistema de Godwin; dejo copia para enviar a Jardine, y su respuesta, si es que entra en la discusión»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3509#;21/5/1794 0:00:00;Gijón;Madrid;Justo Zurro;;1794;"Perdida. Se hace referencia a ella en el Diario, fecha citada; pero antes es necesario copiar lo que Jovellanos escribe el día 20: «Busco los cuadernos del Banco [de San Carlos], y no los hallo; no puedo servir a un amigo que desea una historia sacada de ellos; tomo el partido de encargarla al interesado. ¡Rara casualidad! La suerte de éste vino a dar a las manos de [Francisco Pérez de] Lema; éste empieza a proteger a mi amigo Zurro; para probarle, le encarga lo dicho; éste a mí, en reserva, y yo, al otro, sin descubrirle. Lo que se escriba se pondrá en Arias; ninguno de los tres sabrá cómo se hace este servicio a los dos.» El día 21 escribe: «Lo que se pedía a Zurro era una historia del establecimiento del Banco y sus progresos, en compendio, por los manifiestos anuales que publicaban, y en solo aquella parte que trata de sus operaciones apoyadas en órdenes de Su Majestad, entretejiéndolas con su juicio crítico acerca del espíritu y objeto a que se dirigían. Hago este encargo al amigo [Cabarrús] para que le desempeñe, porque sin los cuadernos, que no tengo a la mano, es imposible que lo haga yo. No le digo de quién viene, ni por qué se pide; encárgole que lo ponga bajo cubierta a mí, en poder de Arias, y éste lo entregará con carta mía. A Zurro digo que tomo este rodeo para servirle, que ninguno de los amigos sabrá el destino de este trabajo, ni su nombre, y así es; le incluyo la carta, para que reciba de Arias los papeles»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3511#;21/5/1794 0:00:00;Gijón;Madrid;Francisco Cabarrús;;1794;"tres sabrá cómo se hace este servicio a los dos.» El día 21 escribe: «Lo que se pedía a Zurro era una historia del establecimiento del Banco y sus progresos, en compendio, por los manifiestos anuales que publicaban, y en solo aquella parte que trata de sus operaciones apoyadas en órdenes de Su Majestad, entretejiéndolas con su juicio crítico acerca del espíritu y objeto a que se dirigían. Hago este encargo al amigo [Cabarrús] para que le desempeñe, porque sin los cuadernos, que no tengo a la mano, es imposible que lo haga yo. No le digo de quién viene, ni por qué se pide; encárgole que lo ponga bajo cubierta a mí, en poder de Arias, y éste lo entregará con carta mía. A Zurro digo que tomo este rodeo para servirle, que ninguno de los amigos sabrá el destino de este trabajo, ni su nombre, y así es; le incluyo la carta, para que reciba de Arias los papeles»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3511#;21/5/1794 0:00:00;Gijón;A Coruña;Alexander Jardine;;1794;"My dear friend: Llegó por fin Hermida y entregó las dos de usted de 3 y 26 de abril para mí; entregó también la inclusa para don F. Cornide. He leído bien y completamente todas tres, y la última fue dirigida a Madrid por el conducto prevenido. Dirá usted que por qué no la traduje antes. Respondo con lo dicho en mi última: el tiempo es precioso, yo necesito economizar el mío, y me parece que lo ocuparé mejor en responder a usted que en traducirle; fuera de que los principios y reflexiones dirigidos a Cornide están contenidos en mis cartas, y éstas serán conservadas, no sólo para mi provecho, sino para el de mis alumnos. Aun esto último necesita precaución. Pienso aspirar a una licencia para que mi librería pública posea toda especie de libros prohibidos, aunque con separación y con facultad de que sean leídos por los maestros. Basta: tiempo vendrá en que los lea todo el mundo. Si se consigue, allí quedarán las cartas de usted; si no quedarán en el archivo, y para el fin tanto vale. Esto quiere decir que no puedo dejar de hacer una prevención: que escriba con alguna precaución. No es necesaria para conmigo (siempre que las cartas vengan por medio seguro); pero lo es para otros cuyos ánimos no estén maduros para las grandes verdades. Usted se explica muy abiertamente en cuanto a la Inquisición: yo estoy en este punto del mismo sentir, y creo que en él sean muchos, muchísimos los que acuerden con nosotros. Pero ¡cuánto falta para que la opinión sea general! Mientras no lo sea, no se puede atacar este abuso de frente; todo se perdería; sucedería lo que en otras tentativas: afirmar más y más sus cimientos, y hacer más cruel e insidioso su sistema. ¿Qué remedio? No hallo más que uno. Empezar arrancándole la facultad de prohibir libros; darla sólo al Consejo en lo general, y en materias dogmáticas a los obispos; destruir una autoridad con otra. No puede usted figurarse cuánto se ganaría en ello. Es verdad que los consejeros son tan supersticiosos como los inquisidores; pero entre ellos se introducirá la luz más prontamente; sus jueces penden de los censores, éstos se buscan en nuestras academias, y éstas reúnen lo poco que hay de ilustración entre nosotros. Aun en los obispos hay mejores ideas. Los estudios eclesiásticos se han mejorado mucho. Salamanca dentro de pocos años valdrá mucho más que ahora, y aunque poco, vale ahora mucho más que hace veinte años. Dirá usted que estos remedios son lentos. Así es, pero no hay otros; y si alguno, no estaré yo por él. Lo he dicho ya: jamás concurriré a sacrificar la generación presente por mejorar las futuras. Usted aprueba el espíritu de rebelión, yo no: le desapruebo abiertamente, y estoy muy lejos de creer que lleve consigo el sello del mérito. Entendámonos. Alabo a los que tienen valor para decir la verdad, a los que se sacrifican por ella; pero no a los que sacrifican otros entes inocentes a sus opiniones, que por lo común no son más que sus deseos personales, buenos o malos. Creo que una nación que se ilustra puede hacer grandes reformas sin sangre, y creo que para ilustrarse tampoco sea necesaria la rebelión. Prescindo de la opinión de Mably que autoriza la guerra civil, sea la que fuere; yo la detesto, y los franceses la harán detestar a todo hombre sensible. Este es su estado. El Vandée, Lyon, Tolón, Marsella, etc., lo prueban, cuando París no fuera un teatro de ella de dos años acá. Comparo sus proscripciones desde setiembre de 1792 al 5 de abril último con las de Roma, y las hallo más feroces, más prolongadas y durables y más innobles. En alguna otra cosa no convenimos; pero ¿quiere usted que le diga una verdad? Es imposible contestar a sus cartas como me encarga. Son tantos y tan varios los puntos que toca, tan rápido su estilo, que es imposible que con mi paso lento pueda yo seguirle. Entretanto, pues, que reducimos nuestra contestación a puntos determinados y precisos, que consagremos a cada uno una o más cartas, diré a usted algunas de mis ideas. 1. Proponiéndose por objeto del presente trabajo el término más perfecto, esto es, el sistema de Godwin, creo que nos alejaremos más de él. Si el espíritu humano es progresivo, como yo creo (aunque esta sola verdad merece una discusión separada), es constante que no podrá pasar de la primera a la última idea. El progreso supone una cadena graduada, y el paso será señalado por el orden de sus eslabones. Lo demás no se llamará progreso, sino otra cosa. No sería mejorar, sino andar alrededor; no caminar por una línea, sino moverse dentro de un círculo. La Francia nos lo prueba. Libertad, igualdad, república, federalismo, anarquía... y qué sé yo lo que seguirá, pero seguramente no caminarán a nuestro fin, o mi vista es muy corta. Es, pues, necesario llevar el progreso por sus grados. 2. El estado moral de las naciones no es uno, sino tan diverso como sus gobiernos. Luego no todas se pueden proponer un mismo término en sus mejoras. Siguiendo el progreso natural de las ideas, cada una debe buscar la que esté más cerca de su estado, para pasar de ella a otra mejor. Inglaterra, por ejemplo, tiene menos que hacer que nosotros (no hablemos de Francia hasta ver en qué se fija, si es que se ha de fijar: motos praestat componere fluctus).¿Parécele a usted que sería poca dicha nuestra pasar al estado de Inglaterra, conocer la representación, la libertad política y civil, y supuesta la división de la propiedad, una legislación más protectora de ella? Cierto que sería grande, por más que estando en ella tuviésemos derecho de aspirar, no al sistema de Godwin, sino, por ejemplo, a una constitución cual la que juró Luis XVI en 1791. ¿Ve usted el inmenso espacio que hay entre una y otra, entre la última y la del 93? ¿Y acaso ésta toca en el eslabón labrado por Godwin? ¿No habrá otros muchos intermedios? Creo que sí. 3. Para acercar las naciones unas a otras, es necesaria aquella venturosa comunicación de ideas que usted desea y yo también; pero esta comunicación necesita una paz general. Si ésta es posible, sólo lo será por medio de la unidad de ideas, y esta unidad debe ser el efecto, como es el fin de aquella comunicación. Vea usted otro círculo. ¿Cómo saldremos de él? Usted confesará que cada nación tiene un medio, que es el de perfeccionar su educación; para perfeccionarla es preciso remover los estorbos que se oponen al progreso de las luces; pero sólo la educación puede darlos a conocer, y puede determinar a removerlos. He aquí otro círculo. Es, pues, imposible acometer esta empresa sino lenta, y por decirlo así, oblicuamente, mejorando los institutos de enseñanza, dirigiéndolos a conocimientos que se acerquen al fin, desviándolos de las ideas que se les oponen, y enhorabuena que ellos no sean tales como debieran ser, si son lo que ser puedan. 4. Entretanto conviene que cada nación trabaje por mejorar su sistema, aunque erróneo, para acercarse más a otro mejor o menos malo. Por ejemplo, si trabajando sobre nuestra policía agraria se quisiese establecer la comunión de propiedad, se haría un gran desatino. El mismo Godwin, si en lugar de formar una teoría, tratase de una mejora real, debería dejar su sistema a la meditación de los sabios y proponer otro realizable; disminuir las leyes al mínimo posible, dar a la propiedad individual de la tierra y del trabajo el máximum posible, dejar que el interés personal siga en acción, y buscar en él el estímulo que neciamente se espera de leyes y reglamentos; difundir los conocimientos de que pende la perfección de todas las artes útiles y particularmente de la agricultura, la primera y más importante de todas; y en vez de gracias y franquicias y sistemas de protección parcial, animarla por medio de caminos, canales de riego, franquicias de ríos, desecación de lagos, repartimiento de tierras públicas incultas. Este en suma es mi sistema; aunque confieso que le hubiera acercado mucho más al buen término si hablase a mi nombre. Pero escribía a nombre de un Cuerpo, que entonces no hubiera adoptado mis ideas, que ahora no las aprobará sin dificultad, y cuya aprobación, sin embargo, es importante, no sólo para darles un peso de autoridad, sino porque sólo así podrán esperar la luz pública y alguna aceptación."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3512#;22/5/1794 0:00:00;Toledo;Gijón;;Felipe Antonio Fernández Vallejo;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Vallejo avisa que don Luis Vallabriga recibió en Toledo el 1. ° de mayo el grado de Doctor, y envía un ejemplar de sus conclusiones». Luis Borbón Vallabriga, hijo del infante don Luis y de la condesa de Chinchón, había nacido en 1777. Tenía, por lo tanto, 17 años. Seis después sería cardenal arzobispo de Toledo.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3513#;22/5/1794 0:00:00;Gijón;Gijón;Josefa Jovellanos;;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «Carta a la novicia sobre la fundación de la escuela, aconsejándola: primero, que dote bien la maestra; segundo, que deje el nombramiento y cuidado de su cumplimiento a cargo de la villa, del Director del Instituto o otra persona que estos nombraren; tercero, que deje señalada la inversión del fondo en dotes para las niñas o en aumento de número». Se trata de una escuela de caridad para enseñanza de 24 niñas huérfanas. Vid. carta a González de Posada de 18 de julio de 1795."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3514#;24/5/1794 0:00:00;Gijón;Madrid;José de Mazarredo y Salazar;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Carta al Excelentísimo Mazarredo, consultándole sobre libros e instrumentos, sus precios, ediciones, etc.».
